Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirOmaha', 'explore', 'navigate to object ReservoirWhosville']","['NavigateTo(ReservoirOmaha)', 'Explore()', 'NavigateTo(ReservoirWhosville)']","[True, True, True]",0.3333333333333333,0.13333333333333333,False
1,"['get supply ReservoirOmaha', 'navigate to object ReservoirWhosville', 'get supply ReservoirWhosville']","['GetSupply(ReservoirOmaha)', 'NavigateTo(ReservoirWhosville)', 'GetSupply(ReservoirWhosville)']","[True, True, True]",0.3333333333333333,0.26666666666666666,False
2,"['use supply Sand on EnglandFire_Region_1', 'get supply ReservoirWhosville', 'explore']","['UseSupply(EnglandFire, Sand)', 'GetSupply(ReservoirWhosville)', 'Explore()']","[False, True, True]",0.5,0.3333333333333333,False
3,"['navigate to object EnglandFire_Region_1', 'navigate to object TownFire_Region_1', 'navigate to object TownFire_Region_2']","['NavigateTo(EnglandFire_Region_1)', 'NavigateTo(TownFire_Region_1)', 'NavigateTo(TownFire_Region_2)']","[True, True, True]",0.6666666666666666,0.4666666666666667,False
4,"['use supply Sand on EnglandFire_Region_1', 'use supply Water on TownFire_Region_1', 'use supply Water on TownFire_Region_2']","['UseSupply(EnglandFire, Sand)', 'UseSupply(TownFire, Water)', 'UseSupply(TownFire, Water)']","[True, True, True]",0.6666666666666666,0.7333333333333333,False
5,"['Navigate to object LostPersonJeremy', 'Navigate to object LostPersonJeremy', 'Navigate to object DepositFacility']","['NavigateTo(LostPersonJeremy)', 'NavigateTo(LostPersonJeremy)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.8666666666666667,False
6,"['Carry(LostPersonJeremy)', 'Carry(LostPersonJeremy)', 'Navigate to object LostPersonJeremy']","['Carry(LostPersonJeremy)', 'Carry(LostPersonJeremy)', 'NavigateTo(LostPersonJeremy)']","[True, True, True]",1.0,0.9333333333333333,False
7,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.9333333333333333,False
8,"['dropoff LostPersonJeremy at DepositFacility', 'dropoff LostPersonJeremy at DepositFacility', 'navigate to object DepositFacility']","['DropOff(DepositFacility, LostPersonJeremy)', 'DropOff(DepositFacility, LostPersonJeremy)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,1.0,True
9,"['Done', 'Done', 'Done']","['Done', 'Done', 'Done']","[True, True, True]",1.0,1.0,True
