Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirTaj', 'navigate to object ReservoirTaj', 'navigate to object ReservoirTaj', 'explore', 'explore']","['NavigateTo(ReservoirTaj)', 'NavigateTo(ReservoirTaj)', 'NavigateTo(ReservoirTaj)', 'Explore()', 'Explore()']","[True, True, True, True, True]",0.25,0.2,False
1,"['get supply ReservoirTaj', 'get supply ReservoirTaj', 'get supply ReservoirTaj', 'navigate to object LostPersonThomas', 'navigate to object LostPersonThomas']","['GetSupply(ReservoirTaj)', 'GetSupply(ReservoirTaj)', 'GetSupply(ReservoirTaj)', 'NavigateTo(LostPersonThomas)', 'NavigateTo(LostPersonThomas)']","[True, True, True, True, True]",0.5,0.4,False
2,"['use supply Sand on RedFire_Region_1', 'use supply Sand on RedFire_Region_2', 'use supply Sand on RedFire_Region_3', 'carry LostPersonThomas', 'carry LostPersonThomas']","['UseSupply(RedFire, Sand)', 'UseSupply(RedFire, Sand)', 'UseSupply(RedFire, Sand)', 'Carry(LostPersonThomas)', 'Carry(LostPersonThomas)']","[True, False, True, True, True]",0.75,0.6,False
3,"['navigate to object RedFire_Region_1', 'navigate to object RedFire_Region_2', 'navigate to object RedFire_Region_3', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_2)', 'NavigateTo(RedFire_Region_3)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.8,False
4,"['use supply Sand on RedFire_Region_1', 'use supply Sand on RedFire_Region_2', 'get supply ReservoirTaj', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['UseSupply(RedFire, Sand)', 'UseSupply(RedFire, Sand)', 'GetSupply(ReservoirTaj)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[False, True, False, True, True]",1.0,0.8,False
5,"['navigate to object ReservoirLibre', 'use supply Water on RedFire_Region_1', 'navigate to object ReservoirLibre', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(ReservoirLibre)', 'UseSupply(RedFire, Water)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, False, True, True, True]",1.0,0.8,False
6,"['get supply ReservoirLibre', 'navigate to object RedFire_Region_1', 'get supply ReservoirLibre', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['GetSupply(ReservoirLibre)', 'NavigateTo(RedFire_Region_1)', 'GetSupply(ReservoirLibre)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.8,False
7,"['use supply Water on RedFire_Region_1', 'use supply Water on RedFire_Region_3', 'use supply Water on RedFire', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['UseSupply(RedFire, Water)', 'UseSupply(RedFire, Water)', 'UseSupply(RedFire, Water)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[False, False, False, True, True]",1.0,0.8,False
8,"['navigate to object RedFire_Region_1', 'navigate to object RedFire_Region_3', 'navigate to object RedFire_Region_1', 'dropoff LostPersonThomas at DepositFacility', 'dropoff LostPersonThomas at DepositFacility']","['NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_3)', 'NavigateTo(RedFire_Region_1)', 'DropOff(DepositFacility, LostPersonThomas)', 'DropOff(DepositFacility, LostPersonThomas)']","[True, True, True, True, True]",1.0,0.9,False
9,"['navigate to object ReservoirLibre', 'navigate to object ReservoirLibre', 'navigate to object ReservoirLibre', 'navigate to object ReservoirLibre', 'navigate to object ReservoirLibre']","['NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)']","[True, True, True, True, True]",1.0,0.9,False
10,"['get supply ReservoirLibre', 'get supply ReservoirLibre', 'get supply ReservoirLibre', 'get supply ReservoirLibre', 'get supply ReservoirLibre']","['GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)']","[True, True, True, True, True]",1.0,0.9,False
11,"['navigate to object RedFire_Region_1', 'navigate to object RedFire_Region_3', 'navigate to object RedFire_Region_Center', 'navigate to object RedFire_Region_6', 'navigate to object RedFire_Region_7']","['NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_3)', 'NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_1)']","[True, True, True, True, True]",1.0,0.9,False
12,"['use supply Water on RedFire_Region_1', 'use supply Water on RedFire_Region_3', 'use supply Water on RedFire_Center', 'move Left', 'move Right']","['UseSupply(RedFire, Water)', 'UseSupply(RedFire, Water)', 'UseSupply(RedFire, Water)', 'Move(Left)', 'Move(Right)']","[False, False, False, True, True]",1.0,0.9,False
13,"['navigate to object ReservoirLibre', 'navigate to object ReservoirLibre', 'navigate to object ReservoirLibre', 'use supply Water on RedFire_Region_1', 'use supply Water on RedFire_Region_3']","['NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)', 'UseSupply(RedFire, Water)', 'UseSupply(RedFire, Water)']","[True, True, True, False, False]",1.0,0.9,False
14,"['get supply ReservoirLibre', 'get supply ReservoirLibre', 'get supply ReservoirLibre', 'navigate to object RedFire_Region_1', 'navigate to object RedFire_Region_3']","['GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_3)']","[True, True, True, True, True]",1.0,0.9,False
15,"['navigate to RedFire_Region_1', 'navigate to RedFire_Region_3', 'navigate to RedFire_Region_Center', 'use supply Water on RedFire_Region_1', 'use supply Water on RedFire_Region_3']","['NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_3)', 'NavigateTo(RedFire_Region_1)', 'UseSupply(RedFire, Water)', 'UseSupply(RedFire, Water)']","[True, True, True, False, False]",1.0,0.9,False
16,"['use supply Water on RedFire_Region_1', 'use supply Water on RedFire_Region_3', 'use supply Water on RedFire_Region_6', 'use supply Water on RedFire_Region_10', 'use supply Water on RedFire_Region_11']","['UseSupply(RedFire, Water)', 'UseSupply(RedFire, Water)', 'UseSupply(RedFire, Water)', 'UseSupply(RedFire, Water)', 'UseSupply(RedFire, Water)']","[False, False, False, False, False]",1.0,0.9,False
17,"['navigate to object RedFire_Region_1', 'navigate to object RedFire_Region_3', 'navigate to object RedFire_Region_Center', 'navigate to object RedFire_Region_6', 'navigate to object RedFire_Region_7']","['NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_3)', 'NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_1)']","[True, True, True, True, True]",1.0,0.9,False
18,"['get supply ReservoirLibre', 'get supply ReservoirLibre', 'get supply ReservoirLibre', 'get supply ReservoirLibre', 'get supply ReservoirLibre']","['GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)']","[False, False, False, False, False]",1.0,0.9,False
19,"['navigate to object ReservoirLibre', 'navigate to object ReservoirLibre', 'navigate to object ReservoirLibre', 'navigate to object ReservoirLibre', 'navigate to object ReservoirLibre']","['NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)']","[True, True, True, True, True]",1.0,0.9,False
20,"['get supply ReservoirTaj', 'get supply ReservoirTaj', 'get supply ReservoirTaj', 'get supply ReservoirTaj', 'get supply ReservoirTaj']","['GetSupply(ReservoirTaj)', 'GetSupply(ReservoirTaj)', 'GetSupply(ReservoirTaj)', 'GetSupply(ReservoirTaj)', 'GetSupply(ReservoirTaj)']","[True, True, False, True, True]",1.0,0.9,False
21,"['use supply Sand on RedFire_Region_1', 'use supply Sand on RedFire_Region_3', 'navigate to object ReservoirTaj', 'use supply Sand on RedFire_Region_6', 'use supply Sand on RedFire_Region_7']","['UseSupply(RedFire, Sand)', 'UseSupply(RedFire, Sand)', 'NavigateTo(ReservoirTaj)', 'UseSupply(RedFire, Sand)', 'UseSupply(RedFire, Sand)']","[True, False, True, False, True]",1.0,0.9,False
22,"['use supply Sand on RedFire_Region_4', 'navigate to object RedFire_Region_2', 'get supply ReservoirTaj', 'navigate to object RedFire_Region_6', 'use supply Sand on RedFire_Region_13']","['UseSupply(RedFire, Sand)', 'NavigateTo(RedFire_Region_2)', 'GetSupply(ReservoirTaj)', 'NavigateTo(RedFire_Region_1)', 'UseSupply(RedFire, Sand)']","[False, True, True, True, False]",1.0,0.9,False
23,"['navigate to object RedFire_Region_4', 'navigate to object RedFire_Region_2', 'navigate to object RedFire_Region_6', 'use supply Sand on RedFire_Region_1', 'navigate to object RedFire_Region_12']","['NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_2)', 'NavigateTo(RedFire_Region_1)', 'UseSupply(RedFire, Sand)', 'NavigateTo(RedFire_Region_1)']","[True, True, True, True, True]",1.0,0.9,False
