Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirTaj', 'navigate to object ReservoirLibre', 'navigate to object ReservoirLibre', 'navigate to object EmberFire_Region_1']","['NavigateTo(ReservoirTaj)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(EmberFire_Region_1)']","[True, True, True, True]",0.42857142857142855,0.16666666666666666,False
1,"['get supply ReservoirTaj', 'get supply ReservoirLibre', 'get supply ReservoirLibre', 'use supply Sand on EmberFire_Region_1']","['GetSupply(ReservoirTaj)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'UseSupply(EmberFire, Sand)']","[True, True, True, False]",0.42857142857142855,0.2777777777777778,False
2,"['navigate to object EmberFire_Region_1', 'navigate to object AgniFire_Region_1', 'navigate to object DowntownFire_Region_1', 'navigate to object ReservoirTaj']","['NavigateTo(EmberFire_Region_1)', 'NavigateTo(AgniFire_Region_1)', 'NavigateTo(DowntownFire_Region_1)', 'NavigateTo(ReservoirTaj)']","[True, True, True, True]",0.7142857142857143,0.3888888888888889,False
3,"['use supply Sand on EmberFire_Region_1', 'use supply Water on AgniFire_Region_1', 'use supply Water on DowntownFire_Region_1', 'get supply ReservoirTaj']","['UseSupply(EmberFire, Sand)', 'UseSupply(AgniFire, Water)', 'UseSupply(DowntownFire, Water)', 'GetSupply(ReservoirTaj)']","[True, True, True, True]",0.7142857142857143,0.7222222222222222,False
4,"['explore', 'explore', 'explore', 'clear inventory']","['Explore()', 'Explore()', 'Explore()', 'ClearInventory()']","[True, True, True, True]",0.7142857142857143,0.7222222222222222,False
5,"['explore', 'explore', 'explore', 'explore']","['Explore()', 'Explore()', 'Explore()', 'Explore()']","[True, True, True, False]",0.7142857142857143,0.7777777777777778,False
6,"['navigate to object LostPersonThomas', 'navigate to object LostPersonThomas', 'navigate to object DepositFacility', 'clear inventory']","['NavigateTo(LostPersonThomas)', 'NavigateTo(LostPersonThomas)', 'NavigateTo(DepositFacility)', 'ClearInventory()']","[True, True, True, True]",1.0,0.8888888888888888,False
7,"['carry LostPersonThomas', 'carry LostPersonThomas', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['Carry(LostPersonThomas)', 'Carry(LostPersonThomas)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True]",1.0,0.9444444444444444,False
8,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True, True]",1.0,0.9444444444444444,False
9,"['Navigate to DepositFacility', 'Navigate to DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True, True]",1.0,0.9444444444444444,False
10,"['dropoff LostPersonThomas at DepositFacility', 'dropoff LostPersonThomas at DepositFacility', 'dropoff LostPersonThomas at DepositFacility', 'dropoff LostPersonThomas at DepositFacility']","['DropOff(DepositFacility, LostPersonThomas)', 'DropOff(DepositFacility, LostPersonThomas)', 'DropOff(DepositFacility, LostPersonThomas)', 'DropOff(DepositFacility, LostPersonThomas)']","[True, True, True, True]",1.0,1.0,True
11,"['navigate to object EmberFire', 'navigate to object AgniFire', 'navigate to object DowntownFire', 'explore']","['NavigateTo(EmberFire_Region_1)', 'NavigateTo(AgniFire_Region_1)', 'NavigateTo(DowntownFire_Region_1)', 'Explore()']","[False, False, False, False]",1.0,1.0,True
12,"['Done', 'Done', 'Done', 'move Left']","['Done', 'Done', 'Done', 'Move(Left)']","[True, True, True, True]",1.0,1.0,True
13,"['Idle', 'Idle', 'Idle', 'explore']","['Idle', 'Idle', 'Idle', 'Explore()']","[True, True, True, True]",1.0,1.0,True
14,"['Idle', 'Idle', 'Idle', 'Move Left']","['Idle', 'Idle', 'Idle', 'Move(Left)']","[True, True, True, True]",1.0,1.0,True
15,"['Idle', 'Idle', 'Idle', 'Explore']","['Idle', 'Idle', 'Idle', 'Explore()']","[True, True, True, True]",1.0,1.0,True
16,"['stand by at EmberFire to extinguish with sand if it starts', 'stand by at AgniFire to extinguish with water if it starts', 'stand by at DowntownFire to extinguish with water if it starts', 'replenish water supply from ReservoirLibre']","['UseSupply(EmberFire, Sand)', 'UseSupply(AgniFire, Water)', 'UseSupply(DowntownFire, Water)', 'GetSupply(ReservoirLibre)']","[False, False, False, False]",1.0,1.0,True
17,"['explore', 'explore', 'explore', 'navigate to object ReservoirLibre']","['Explore()', 'Explore()', 'Explore()', 'NavigateTo(ReservoirLibre)']","[True, True, True, True]",1.0,1.0,True
18,"['Done', 'Done', 'Done', 'Done']","['Done', 'Done', 'Done', 'Done']","[True, True, True, True]",1.0,1.0,True
