Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirTaj', 'navigate to object ReservoirLibre', 'navigate to object ReservoirLibre', 'explore', 'explore']","['NavigateTo(ReservoirTaj)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)', 'Explore()', 'Explore()']","[True, True, True, True, True]",0.2857142857142857,0.16666666666666666,False
1,"['get supply ReservoirTaj', 'get supply ReservoirLibre', 'get supply ReservoirLibre', 'explore', 'navigate to object AgniFire_Region_1']","['GetSupply(ReservoirTaj)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'Explore()', 'NavigateTo(AgniFire_Region_1)']","[True, True, True, True, True]",0.42857142857142855,0.3333333333333333,False
2,"['use supply Sand on EmberFire_Region_1', 'navigate to object DowntownFire_Region_1', 'navigate to object AgniFire_Region_1', 'explore', 'use supply Water on AgniFire_Region_1']","['UseSupply(EmberFire, Sand)', 'NavigateTo(DowntownFire_Region_1)', 'NavigateTo(AgniFire_Region_1)', 'Explore()', 'UseSupply(AgniFire, Water)']","[False, True, True, True, False]",0.7142857142857143,0.3888888888888889,False
3,"['navigate to object EmberFire_Region_1', 'use supply Water on DowntownFire_Region_1', 'use supply Water on AgniFire_Region_1', 'navigate to object ReservoirLibre', 'carry LostPersonThomas']","['NavigateTo(EmberFire_Region_1)', 'UseSupply(DowntownFire, Water)', 'UseSupply(AgniFire, Water)', 'NavigateTo(ReservoirLibre)', 'Carry(LostPersonThomas)']","[True, True, True, True, False]",0.8571428571428571,0.6666666666666666,False
4,"['use supply Sand on EmberFire_Region_1', 'navigate to object LostPersonThomas', 'get supply ReservoirLibre', 'navigate to object ReservoirTaj', 'Idle']","['UseSupply(EmberFire, Sand)', 'NavigateTo(LostPersonThomas)', 'GetSupply(ReservoirLibre)', 'NavigateTo(ReservoirTaj)', 'Idle']","[True, True, False, True, True]",0.8571428571428571,0.8333333333333334,False
5,"['navigate to object LostPersonThomas', 'carry LostPersonThomas', 'clear inventory', 'navigate to object DepositFacility', 'clear inventory']","['NavigateTo(LostPersonThomas)', 'Carry(LostPersonThomas)', 'ClearInventory()', 'NavigateTo(DepositFacility)', 'ClearInventory()']","[True, True, True, True, True]",1.0,0.9444444444444444,False
6,"['navigate to DepositFacility', 'navigate to DepositFacility', 'Idle', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Idle', 'Idle', 'Idle']","[True, True, True, True, True]",1.0,0.9444444444444444,False
7,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.9444444444444444,False
8,"['carry LostPersonThomas', 'dropoff LostPersonThomas at DepositFacility', 'clear inventory', 'clear inventory', 'clear inventory']","['Carry(LostPersonThomas)', 'DropOff(DepositFacility, LostPersonThomas)', 'ClearInventory()', 'ClearInventory()', 'ClearInventory()']","[False, False, True, True, True]",1.0,0.9444444444444444,False
9,"['navigate to object LostPersonThomas', 'navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(LostPersonThomas)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.9444444444444444,False
