Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirOmaha', 'navigate to object ReservoirWhosville', 'explore', 'explore']","['NavigateTo(ReservoirOmaha)', 'NavigateTo(ReservoirWhosville)', 'Explore()', 'Explore()']","[True, True, True, True]",0.3333333333333333,0.13333333333333333,False
1,"['get supply ReservoirOmaha', 'get supply ReservoirWhosville', 'explore', 'explore']","['GetSupply(ReservoirOmaha)', 'GetSupply(ReservoirWhosville)', 'Explore()', 'Explore()']","[True, True, True, True]",0.3333333333333333,0.26666666666666666,False
2,"['use supply Sand on EnglandFire_Region_1', 'navigate to object TownFire_Region_1', 'explore', 'get supply ReservoirWhosville']","['UseSupply(EnglandFire, Sand)', 'NavigateTo(TownFire_Region_1)', 'Explore()', 'GetSupply(ReservoirWhosville)']","[False, True, True, False]",0.6666666666666666,0.3333333333333333,False
3,"['Navigate to object EnglandFire_Region_1', 'Use supply Water on TownFire_Region_1', 'Move Right', 'Navigate to object ReservoirWhosville']","['NavigateTo(EnglandFire_Region_1)', 'UseSupply(TownFire, Water)', 'Move(Right)', 'NavigateTo(ReservoirWhosville)']","[True, True, True, True]",0.6666666666666666,0.4666666666666667,False
4,"['use supply Sand on EnglandFire_Region_1', 'explore', 'navigate to object TownFire_Region_2', 'get supply ReservoirWhosville']","['UseSupply(EnglandFire, Sand)', 'Explore()', 'NavigateTo(TownFire_Region_2)', 'GetSupply(ReservoirWhosville)']","[True, True, True, True]",0.6666666666666666,0.6666666666666666,False
5,"['navigate to object TownFire', 'navigate to object ReservoirWhosville', 'use supply Water on TownFire', 'navigate to object TownFire_Region_2']","['NavigateTo(TownFire_Region_1)', 'NavigateTo(ReservoirWhosville)', 'UseSupply(TownFire, Water)', 'NavigateTo(TownFire_Region_2)']","[False, True, False, True]",0.6666666666666666,0.6666666666666666,False
6,"['explore', 'get supply ReservoirWhosville', 'navigate to object ReservoirWhosville', 'use supply Water on TownFire_Region_2']","['Explore()', 'GetSupply(ReservoirWhosville)', 'NavigateTo(ReservoirWhosville)', 'UseSupply(TownFire, Water)']","[True, True, True, True]",0.6666666666666666,0.7333333333333333,False
7,"['navigate to LostPersonJeremy', 'navigate to DepositFacility', 'navigate to LostPersonJeremy', 'clear inventory']","['NavigateTo(LostPersonJeremy)', 'NavigateTo(DepositFacility)', 'NavigateTo(LostPersonJeremy)', 'ClearInventory()']","[True, True, True, True]",1.0,0.8666666666666667,False
8,"['carry LostPersonJeremy', 'Idle', 'carry LostPersonJeremy', 'Idle']","['Carry(LostPersonJeremy)', 'Idle', 'Carry(LostPersonJeremy)', 'Idle']","[True, True, True, True]",1.0,0.9333333333333333,False
9,"['navigate to object DepositFacility', 'explore', 'navigate to object DepositFacility', 'explore']","['NavigateTo(DepositFacility)', 'Explore()', 'NavigateTo(DepositFacility)', 'Explore()']","[True, False, True, True]",1.0,0.9333333333333333,False
10,"['Navigate to object DepositFacility', 'Navigate to object DepositFacility', 'Navigate to object DepositFacility', 'Navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True]",1.0,0.9333333333333333,False
11,"['Navigate to object DepositFacility', 'Clear inventory', 'Navigate to object DepositFacility', 'Idle']","['NavigateTo(DepositFacility)', 'ClearInventory()', 'NavigateTo(DepositFacility)', 'Idle']","[True, True, True, True]",1.0,0.9333333333333333,False
12,"['Navigate to DepositFacility', 'Navigate to DepositFacility', 'Navigate to DepositFacility', 'Navigate to DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True]",1.0,0.9333333333333333,False
13,"['dropoff LostPersonJeremy at DepositFacility', 'Idle', 'dropoff LostPersonJeremy at DepositFacility', 'Idle']","['DropOff(DepositFacility, LostPersonJeremy)', 'Idle', 'DropOff(DepositFacility, LostPersonJeremy)', 'Idle']","[True, True, True, True]",1.0,1.0,True
14,"['Done', 'Done', 'Done', 'Done']","['Done', 'Done', 'Done', 'Done']","[True, True, True, True]",1.0,1.0,True
