Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirYork', 'navigate to object ReservoirUtah']","['NavigateTo(ReservoirYork)', 'NavigateTo(ReservoirUtah)']","[True, True]",0.3333333333333333,0.13333333333333333,False
1,"['get supply ReservoirYork', 'get supply ReservoirUtah']","['GetSupply(ReservoirYork)', 'GetSupply(ReservoirUtah)']","[True, True]",0.3333333333333333,0.26666666666666666,False
2,"['navigate to object GreatFire_Region_1', 'navigate to object CaldorFire_Region_1']","['NavigateTo(GreatFire_Region_1)', 'NavigateTo(CaldorFire_Region_1)']","[True, True]",0.6666666666666666,0.4,False
3,"['use supply Water on GreatFire_Region_1', 'use supply Sand on CaldorFire_Region_1']","['UseSupply(GreatFire, Water)', 'UseSupply(CaldorFire, Sand)']","[True, True]",0.6666666666666666,0.6,False
4,"['navigate to object CaldorFire_Region_2', 'explore']","['NavigateTo(CaldorFire_Region_2)', 'Explore()']","[True, True]",0.6666666666666666,0.6666666666666666,False
5,"['use supply Sand on CaldorFire_Region_2', 'navigate to object ReservoirUtah']","['UseSupply(CaldorFire, Sand)', 'NavigateTo(ReservoirUtah)']","[False, True]",0.6666666666666666,0.6666666666666666,False
6,"['navigate to object ReservoirUtah', 'navigate to object CaldorFire_Region_2']","['NavigateTo(ReservoirUtah)', 'NavigateTo(CaldorFire_Region_2)']","[True, True]",0.6666666666666666,0.6666666666666666,False
7,"['get supply ReservoirUtah', 'get supply ReservoirUtah']","['GetSupply(ReservoirUtah)', 'GetSupply(ReservoirUtah)']","[True, False]",0.6666666666666666,0.6666666666666666,False
8,"['navigate to object CaldorFire_Region_2', 'navigate to object ReservoirUtah']","['NavigateTo(CaldorFire_Region_2)', 'NavigateTo(ReservoirUtah)']","[True, True]",0.6666666666666666,0.6666666666666666,False
9,"['use supply Sand on CaldorFire_Region_2', 'get supply ReservoirUtah']","['UseSupply(CaldorFire, Sand)', 'GetSupply(ReservoirUtah)']","[True, True]",0.6666666666666666,0.6666666666666666,False
10,"['navigate to object ReservoirUtah', 'navigate to object CaldorFire_Region_2']","['NavigateTo(ReservoirUtah)', 'NavigateTo(CaldorFire_Region_2)']","[True, True]",0.6666666666666666,0.6666666666666666,False
11,"['get supply ReservoirUtah', 'use supply Sand on CaldorFire_Region_2']","['GetSupply(ReservoirUtah)', 'UseSupply(CaldorFire, Sand)']","[True, True]",0.6666666666666666,0.7333333333333333,False
