Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirTaj', 'navigate to object ReservoirLibre', 'explore']","['NavigateTo(ReservoirTaj)', 'NavigateTo(ReservoirLibre)', 'Explore()']","[True, True, True]",0.2857142857142857,0.1111111111111111,False
1,"['get supply ReservoirTaj', 'get supply ReservoirLibre', 'explore']","['GetSupply(ReservoirTaj)', 'GetSupply(ReservoirLibre)', 'Explore()']","[True, True, True]",0.2857142857142857,0.2222222222222222,False
2,"['navigate to object EmberFire_Region_1', 'navigate to object AgniFire_Region_1', 'navigate to object ReservoirLibre']","['NavigateTo(EmberFire_Region_1)', 'NavigateTo(AgniFire_Region_1)', 'NavigateTo(ReservoirLibre)']","[True, True, True]",0.5714285714285714,0.3333333333333333,False
3,"['use supply Sand on EmberFire_Region_1', 'use supply Water on AgniFire_Region_1', 'explore']","['UseSupply(EmberFire, Sand)', 'UseSupply(AgniFire, Water)', 'Explore()']","[True, True, True]",0.5714285714285714,0.5555555555555556,False
4,"['navigate to object DowntownFire_Region_1', 'navigate to object ReservoirLibre', 'explore']","['NavigateTo(DowntownFire_Region_1)', 'NavigateTo(ReservoirLibre)', 'Explore()']","[True, True, True]",0.7142857142857143,0.6111111111111112,False
5,"['Use supply Water on DowntownFire_Region_1', 'Get supply ReservoirLibre', 'Explore']","['UseSupply(DowntownFire, Water)', 'GetSupply(ReservoirLibre)', 'Explore()']","[False, True, True]",0.7142857142857143,0.6666666666666666,False
6,"['use supply Water on DowntownFire', 'navigate to object DowntownFire_Region_1', 'navigate to object DepositFacility']","['UseSupply(DowntownFire, Water)', 'NavigateTo(DowntownFire_Region_1)', 'NavigateTo(DepositFacility)']","[False, True, True]",0.8571428571428571,0.7222222222222222,False
7,"['get supply ReservoirLibre', 'use supply Water on DowntownFire_Region_1', 'move Down']","['GetSupply(ReservoirLibre)', 'UseSupply(DowntownFire, Water)', 'Move(Down)']","[False, True, True]",0.8571428571428571,0.8333333333333334,False
8,"['navigate to object ReservoirLibre', 'Idle', 'explore']","['NavigateTo(ReservoirLibre)', 'Idle', 'Explore()']","[True, True, True]",0.8571428571428571,0.8333333333333334,False
9,"['navigate to object LostPersonThomas', 'navigate to object LostPersonThomas', 'navigate to object LostPersonThomas']","['NavigateTo(LostPersonThomas)', 'NavigateTo(LostPersonThomas)', 'NavigateTo(LostPersonThomas)']","[True, True, True]",1.0,0.8888888888888888,False
10,"['Carry(LostPersonThomas)', 'Carry(LostPersonThomas)', 'NavigateTo(DepositFacility)']","['Carry(LostPersonThomas)', 'Carry(LostPersonThomas)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.9444444444444444,False
11,"['Navigate to DepositFacility', 'Navigate to DepositFacility', 'Navigate to DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.9444444444444444,False
12,"['dropoff LostPersonThomas at DepositFacility', 'dropoff LostPersonThomas at DepositFacility', 'dropoff LostPersonThomas at DepositFacility']","['DropOff(DepositFacility, LostPersonThomas)', 'DropOff(DepositFacility, LostPersonThomas)', 'DropOff(DepositFacility, LostPersonThomas)']","[True, True, True]",1.0,1.0,True
13,"['Done', 'Done', 'Done']","['Done', 'Done', 'Done']","[True, True, True]",1.0,1.0,True
