Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirTaj', 'explore', 'explore']","['NavigateTo(ReservoirTaj)', 'Explore()', 'Explore()']","[True, True, True]",0.25,0.1,False
1,"['get supply ReservoirTaj', 'explore', 'explore']","['GetSupply(ReservoirTaj)', 'Explore()', 'Explore()']","[True, True, True]",0.25,0.2,False
2,"['use supply Sand on RedFire_Region_1', 'explore', 'navigate to object ReservoirTaj']","['UseSupply(RedFire, Sand)', 'Explore()', 'NavigateTo(ReservoirTaj)']","[True, True, True]",0.5,0.3,False
3,"['use supply Sand on RedFire_Region_1', 'explore', 'get supply ReservoirTaj']","['UseSupply(RedFire, Sand)', 'Explore()', 'GetSupply(ReservoirTaj)']","[False, True, True]",0.5,0.3,False
4,"['Navigate to RedFire_Region_1', 'Navigate to ReservoirTaj', 'Navigate to RedFire_Region_2']","['NavigateTo(RedFire_Region_1)', 'NavigateTo(ReservoirTaj)', 'NavigateTo(RedFire_Region_2)']","[True, True, True]",0.5,0.4,False
5,"['get supply ReservoirTaj', 'get supply ReservoirTaj', 'use supply Sand on RedFire_Region_2']","['GetSupply(ReservoirTaj)', 'GetSupply(ReservoirTaj)', 'UseSupply(RedFire, Sand)']","[False, True, True]",0.5,0.4,False
6,"['navigate to object ReservoirTaj', 'navigate to object RedFire_Region_3', 'navigate to object ReservoirTaj']","['NavigateTo(ReservoirTaj)', 'NavigateTo(RedFire_Region_3)', 'NavigateTo(ReservoirTaj)']","[True, True, True]",0.5,0.4,False
7,"['get supply ReservoirTaj', 'use supply Sand on RedFire_Region_3', 'get supply ReservoirTaj']","['GetSupply(ReservoirTaj)', 'UseSupply(RedFire, Sand)', 'GetSupply(ReservoirTaj)']","[True, True, True]",0.5,0.4,False
8,"['navigate to object RedFire_Region_1', 'explore', 'use supply Sand on RedFire_Region_1']","['NavigateTo(RedFire_Region_1)', 'Explore()', 'UseSupply(RedFire, Sand)']","[True, True, True]",0.5,0.4,False
9,"['navigate to object RedFire_Region_1', 'navigate to object ReservoirLibre', 'explore']","['NavigateTo(RedFire_Region_1)', 'NavigateTo(ReservoirLibre)', 'Explore()']","[True, True, True]",0.5,0.4,False
10,"['use supply Sand on RedFire_Region_1', 'navigate to ReservoirTaj', 'explore']","['UseSupply(RedFire, Sand)', 'NavigateTo(ReservoirTaj)', 'Explore()']","[True, True, True]",0.5,0.4,False
11,"['use supply Sand on RedFire', 'get supply ReservoirTaj', 'explore']","['UseSupply(RedFire, Sand)', 'GetSupply(ReservoirTaj)', 'Explore()']","[False, True, True]",0.5,0.4,False
12,"['navigate to object RedFire_Region_1', 'navigate to object RedFire_Region_1', 'explore']","['NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_1)', 'Explore()']","[True, True, True]",0.5,0.4,False
13,"['get supply ReservoirTaj', 'use supply Sand on RedFire_Region_1', 'explore']","['GetSupply(ReservoirTaj)', 'UseSupply(RedFire, Sand)', 'Explore()']","[False, True, True]",0.5,0.5,False
14,"['navigate to object ReservoirTaj', 'explore', 'explore']","['NavigateTo(ReservoirTaj)', 'Explore()', 'Explore()']","[True, True, True]",0.5,0.5,False
15,"['explore', 'explore', 'explore']","['Explore()', 'Explore()', 'Explore()']","[True, True, True]",0.5,0.5,False
16,"['explore', 'explore', 'explore']","['Explore()', 'Explore()', 'Explore()']","[True, True, True]",0.5,0.5,False
17,"['explore', 'explore', 'explore']","['Explore()', 'Explore()', 'Explore()']","[True, True, True]",0.5,0.5,False
18,"['explore', 'explore', 'explore']","['Explore()', 'Explore()', 'Explore()']","[True, True, True]",0.5,0.5,False
19,"['explore', 'explore', 'explore']","['Explore()', 'Explore()', 'Explore()']","[True, True, True]",0.5,0.6,False
20,"['navigate to object LostPersonThomas', 'navigate to object LostPersonThomas', 'navigate to object DepositFacility']","['NavigateTo(LostPersonThomas)', 'NavigateTo(LostPersonThomas)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.8,False
21,"['Carry(LostPersonThomas)', 'Carry(LostPersonThomas)', 'Idle']","['Carry(LostPersonThomas)', 'Carry(LostPersonThomas)', 'Idle']","[True, True, True]",1.0,0.9,False
22,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'Idle']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Idle']","[True, True, True]",1.0,0.9,False
23,"['dropoff LostPersonThomas at DepositFacility', 'dropoff LostPersonThomas at DepositFacility', 'Idle']","['DropOff(DepositFacility, LostPersonThomas)', 'DropOff(DepositFacility, LostPersonThomas)', 'Idle']","[True, True, True]",1.0,1.0,True
24,"['Done', 'Done', 'Done']","['Done', 'Done', 'Done']","[True, True, True]",1.0,1.0,True
