Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['get supply ReservoirWhosville', 'get supply ReservoirWhosville', 'explore', 'get supply ReservoirOmaha', 'get supply ReservoirOmaha']","['GetSupply(ReservoirWhosville)', 'GetSupply(ReservoirWhosville)', 'Explore()', 'GetSupply(ReservoirOmaha)', 'GetSupply(ReservoirOmaha)']","[False, False, True, False, False]",0.3333333333333333,0.0,False
1,"['navigate to object ReservoirWhosville', 'navigate to object ReservoirWhosville', 'explore', 'navigate to object ReservoirOmaha', 'navigate to object ReservoirOmaha']","['NavigateTo(ReservoirWhosville)', 'NavigateTo(ReservoirWhosville)', 'Explore()', 'NavigateTo(ReservoirOmaha)', 'NavigateTo(ReservoirOmaha)']","[True, True, True, True, True]",0.3333333333333333,0.13333333333333333,False
2,"['get supply ReservoirWhosville', 'get supply ReservoirWhosville', 'explore', 'get supply ReservoirOmaha', 'get supply ReservoirOmaha']","['GetSupply(ReservoirWhosville)', 'GetSupply(ReservoirWhosville)', 'Explore()', 'GetSupply(ReservoirOmaha)', 'GetSupply(ReservoirOmaha)']","[True, True, True, True, True]",0.3333333333333333,0.26666666666666666,False
3,"['navigate to object TownFire_Region_1', 'navigate to object TownFire_Region_2', 'explore', 'navigate to object EnglandFire_Region_1', 'explore']","['NavigateTo(TownFire_Region_1)', 'NavigateTo(TownFire_Region_2)', 'Explore()', 'NavigateTo(EnglandFire_Region_1)', 'Explore()']","[True, True, True, True, True]",0.6666666666666666,0.4666666666666667,False
4,"['use supply Water on TownFire_Region_1', 'use supply Water on TownFire_Region_2', 'navigate to object LostPersonJeremy', 'use supply Sand on EnglandFire_Region_1', 'navigate to object EnglandFire_Region_1']","['UseSupply(TownFire, Water)', 'UseSupply(TownFire, Water)', 'NavigateTo(LostPersonJeremy)', 'UseSupply(EnglandFire, Sand)', 'NavigateTo(EnglandFire_Region_1)']","[True, True, True, True, False]",0.8333333333333334,0.8,False
5,"['carry LostPersonJeremy', 'carry LostPersonJeremy', 'explore', 'clear inventory', 'explore']","['Carry(LostPersonJeremy)', 'Carry(LostPersonJeremy)', 'Explore()', 'ClearInventory()', 'Explore()']","[False, False, True, True, True]",0.8333333333333334,0.8,False
6,"['navigate to object LostPersonJeremy', 'navigate to object LostPersonJeremy', 'navigate to object LostPersonJeremy', 'navigate to object DepositFacility', 'store supply DepositFacility']","['NavigateTo(LostPersonJeremy)', 'NavigateTo(LostPersonJeremy)', 'NavigateTo(LostPersonJeremy)', 'NavigateTo(DepositFacility)', 'StoreSupply(DepositFacility)']","[True, True, True, True, False]",1.0,0.8666666666666667,False
7,"['carry LostPersonJeremy', 'carry LostPersonJeremy', 'Idle', 'Idle', 'navigate to object DepositFacility']","['Carry(LostPersonJeremy)', 'Carry(LostPersonJeremy)', 'Idle', 'Idle', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.9333333333333333,False
8,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility', 'store supply DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'StoreSupply(DepositFacility)']","[True, True, True, True, True]",1.0,0.9333333333333333,False
9,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.9333333333333333,False
