Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirUtah', 'navigate to object ReservoirYork', 'explore']","['NavigateTo(ReservoirUtah)', 'NavigateTo(ReservoirYork)', 'Explore()']","[True, True, True]",0.3333333333333333,0.2,False
1,"['get supply ReservoirUtah', 'get supply ReservoirYork', 'navigate to object LostPersonTimmy']","['GetSupply(ReservoirUtah)', 'GetSupply(ReservoirYork)', 'NavigateTo(LostPersonTimmy)']","[True, True, True]",0.5,0.4,False
2,"['navigate to object CaldorFire_Region_1', 'navigate to object GreatFire_Region_1', 'explore']","['NavigateTo(CaldorFire_Region_1)', 'NavigateTo(GreatFire_Region_1)', 'Explore()']","[True, True, True]",0.8333333333333334,0.5333333333333333,False
3,"['use supply Sand on CaldorFire_Region_1', 'use supply Water on GreatFire_Region_1', 'navigate to object DepositFacility']","['UseSupply(CaldorFire, Sand)', 'UseSupply(GreatFire, Water)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.8,False
4,"['navigate to object ReservoirUtah', 'explore', 'Idle']","['NavigateTo(ReservoirUtah)', 'Explore()', 'Idle']","[True, True, True]",1.0,0.8,False
5,"['get supply ReservoirUtah', 'navigate to object ReservoirYork', 'navigate to object LostPersonTimmy']","['GetSupply(ReservoirUtah)', 'NavigateTo(ReservoirYork)', 'NavigateTo(LostPersonTimmy)']","[True, True, True]",1.0,0.8,False
6,"['navigate to CaldorFire_Region_2', 'get supply Water from ReservoirYork', 'Idle']","['NavigateTo(CaldorFire_Region_2)', 'GetSupply(ReservoirYork)', 'Idle']","[True, True, True]",1.0,0.8,False
7,"['use supply Sand on CaldorFire_Region_2', 'navigate to object CaldorFire_Region_2', 'navigate to object ReservoirUtah']","['UseSupply(CaldorFire, Sand)', 'NavigateTo(CaldorFire_Region_2)', 'NavigateTo(ReservoirUtah)']","[True, False, True]",1.0,0.8666666666666667,False
8,"['Navigate to object LostPersonTimmy', 'Navigate to object LostPersonTimmy', 'Navigate to object DepositFacility']","['NavigateTo(LostPersonTimmy)', 'NavigateTo(LostPersonTimmy)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.8666666666666667,False
9,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.8666666666666667,False
10,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.8666666666666667,False
11,"['Idle', 'Idle', 'Navigate to object DepositFacility']","['Idle', 'Idle', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.8666666666666667,False
12,"['Navigate to DepositFacility', 'Navigate to DepositFacility', 'Navigate to DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.8666666666666667,False
13,"['Carry(LostPersonTimmy)', 'Carry(LostPersonTimmy)', 'Navigate to object DepositFacility']","['Carry(LostPersonTimmy)', 'Carry(LostPersonTimmy)', 'NavigateTo(DepositFacility)']","[False, False, True]",1.0,0.8666666666666667,False
14,"['navigate to object LostPersonTimmy', 'navigate to object LostPersonTimmy', 'navigate to object LostPersonTimmy']","['NavigateTo(LostPersonTimmy)', 'NavigateTo(LostPersonTimmy)', 'NavigateTo(LostPersonTimmy)']","[True, True, True]",1.0,0.8666666666666667,False
15,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.8666666666666667,False
16,"['carry LostPersonTimmy', 'carry LostPersonTimmy', 'carry LostPersonTimmy']","['Carry(LostPersonTimmy)', 'Carry(LostPersonTimmy)', 'Carry(LostPersonTimmy)']","[False, False, False]",1.0,0.8666666666666667,False
17,"['navigate to object LostPersonTimmy', 'navigate to object LostPersonTimmy', 'navigate to object LostPersonTimmy']","['NavigateTo(LostPersonTimmy)', 'NavigateTo(LostPersonTimmy)', 'NavigateTo(LostPersonTimmy)']","[True, True, True]",1.0,0.8666666666666667,False
18,"['carry LostPersonTimmy', 'carry LostPersonTimmy', 'navigate to object DepositFacility']","['Carry(LostPersonTimmy)', 'Carry(LostPersonTimmy)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.9333333333333333,False
19,"['Navigate to object DepositFacility', 'Navigate to object DepositFacility', 'Move Down']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Move(Down)']","[True, True, True]",1.0,0.9333333333333333,False
20,"['dropoff LostPersonTimmy at DepositFacility', 'dropoff LostPersonTimmy at DepositFacility', 'navigate to object DepositFacility']","['DropOff(DepositFacility, LostPersonTimmy)', 'DropOff(DepositFacility, LostPersonTimmy)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,1.0,True
21,"['Done', 'Done', 'Done']","['Done', 'Done', 'Done']","[True, True, True]",1.0,1.0,True
