Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirYork', 'navigate to object SussexFire_Region_1']","['NavigateTo(ReservoirYork)', 'NavigateTo(SussexFire_Region_1)']","[True, True]",0.4,0.14285714285714285,False
1,"['get supply ReservoirYork', 'use supply Water on SussexFire_Region_1']","['GetSupply(ReservoirYork)', 'UseSupply(SussexFire, Water)']","[True, False]",0.4,0.21428571428571427,False
2,"['use supply Water on SussexFire_Region_1', 'get supply ReservoirYork']","['UseSupply(SussexFire, Water)', 'GetSupply(ReservoirYork)']","[False, False]",0.4,0.21428571428571427,False
3,"['navigate to object SussexFire_Region_1', 'navigate to object ReservoirYork']","['NavigateTo(SussexFire_Region_1)', 'NavigateTo(ReservoirYork)']","[True, True]",0.4,0.21428571428571427,False
4,"['use supply Water on SussexFire_Region_1', 'get supply ReservoirYork']","['UseSupply(SussexFire, Water)', 'GetSupply(ReservoirYork)']","[True, True]",0.4,0.35714285714285715,False
5,"['explore', 'explore']","['Explore()', 'Explore()']","[True, True]",0.4,0.35714285714285715,False
6,"['explore', 'explore']","['Explore()', 'Explore()']","[True, True]",0.4,0.35714285714285715,False
7,"['explore', 'explore']","['Explore()', 'Explore()']","[True, True]",0.4,0.35714285714285715,False
8,"['explore', 'clear inventory']","['Explore()', 'ClearInventory()']","[True, True]",0.4,0.5,False
9,"['navigate to object LostPersonJacob', 'navigate to object LostPersonZoe']","['NavigateTo(LostPersonJacob)', 'NavigateTo(LostPersonZoe)']","[True, True]",0.8,0.6428571428571429,False
10,"['carry LostPersonJacob', 'carry LostPersonZoe']","['Carry(LostPersonJacob)', 'Carry(LostPersonZoe)']","[True, True]",0.8,0.7857142857142857,False
11,"['navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
12,"['dropoff LostPersonJacob at DepositFacility', 'dropoff LostPersonZoe at DepositFacility']","['DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonZoe)']","[False, False]",1.0,0.8571428571428571,False
13,"['navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
14,"['Navigate to object DepositFacility', 'Navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
15,"['DropOff LostPersonJacob at DepositFacility', 'DropOff LostPersonZoe at DepositFacility']","['DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonZoe)']","[False, False]",1.0,0.8571428571428571,False
16,"['navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
17,"['navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
18,"['navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
19,"['navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
20,"['dropoff LostPersonJacob at DepositFacility', 'dropoff LostPersonZoe at DepositFacility']","['DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonZoe)']","[False, False]",1.0,0.8571428571428571,False
21,"['navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
22,"['navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
23,"['navigate to DepositFacility', 'navigate to DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
24,"['Navigate to DepositFacility', 'Navigate to DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
25,"['dropoff LostPersonJacob at DepositFacility', 'dropoff LostPersonZoe at DepositFacility']","['DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonZoe)']","[False, False]",1.0,0.8571428571428571,False
26,"['Navigate to object DepositFacility', 'Navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
27,"['dropoff LostPersonJacob at DepositFacility', 'dropoff LostPersonZoe at DepositFacility']","['DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonZoe)']","[False, False]",1.0,0.8571428571428571,False
28,"['Navigate to object DepositFacility', 'Navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
29,"['DropOff LostPersonJacob at DepositFacility', 'DropOff LostPersonZoe at DepositFacility']","['DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonZoe)']","[False, False]",1.0,0.8571428571428571,False
30,"['navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
31,"['Navigate to DepositFacility', 'Navigate to DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
32,"['navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
33,"['navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
34,"['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
