Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirOmaha', 'navigate to object ReservoirWhosville']","['NavigateTo(ReservoirOmaha)', 'NavigateTo(ReservoirWhosville)']","[True, True]",0.3333333333333333,0.13333333333333333,False
1,"['get supply ReservoirOmaha', 'get supply ReservoirWhosville']","['GetSupply(ReservoirOmaha)', 'GetSupply(ReservoirWhosville)']","[True, True]",0.3333333333333333,0.26666666666666666,False
2,"['use supply Sand on EnglandFire_Region_1', 'use supply Water on TownFire_Region_1']","['UseSupply(EnglandFire, Sand)', 'UseSupply(TownFire, Water)']","[False, False]",0.6666666666666666,0.26666666666666666,False
3,"['navigate to object EnglandFire_Region_1', 'navigate to object TownFire_Region_1']","['NavigateTo(EnglandFire_Region_1)', 'NavigateTo(TownFire_Region_1)']","[True, True]",0.6666666666666666,0.4,False
4,"['use supply Sand on EnglandFire_Region_1', 'use supply Water on TownFire_Region_1']","['UseSupply(EnglandFire, Sand)', 'UseSupply(TownFire, Water)']","[True, True]",0.6666666666666666,0.6,False
5,"['explore', 'navigate to object TownFire_Region_2']","['Explore()', 'NavigateTo(TownFire_Region_2)']","[True, True]",0.6666666666666666,0.6666666666666666,False
6,"['navigate to object ReservoirWhosville', 'use supply Water on TownFire_Region_2']","['NavigateTo(ReservoirWhosville)', 'UseSupply(TownFire, Water)']","[True, False]",0.6666666666666666,0.6666666666666666,False
7,"['get supply ReservoirWhosville', 'navigate to object ReservoirWhosville']","['GetSupply(ReservoirWhosville)', 'NavigateTo(ReservoirWhosville)']","[True, True]",0.6666666666666666,0.6666666666666666,False
8,"['use supply Water on TownFire_Region_2', 'get supply ReservoirWhosville']","['UseSupply(TownFire, Water)', 'GetSupply(ReservoirWhosville)']","[False, True]",0.6666666666666666,0.6666666666666666,False
9,"['navigate to object TownFire_Region_2', 'navigate to object TownFire_Region_2']","['NavigateTo(TownFire_Region_2)', 'NavigateTo(TownFire_Region_2)']","[True, True]",0.6666666666666666,0.6666666666666666,False
10,"['use supply Water on TownFire_Region_2', 'use supply Water on TownFire_Region_2']","['UseSupply(TownFire, Water)', 'UseSupply(TownFire, Water)']","[True, True]",0.6666666666666666,0.7333333333333333,False
11,"['carry LostPersonJeremy', 'carry LostPersonJeremy']","['Carry(LostPersonJeremy)', 'Carry(LostPersonJeremy)']","[False, False]",0.8333333333333334,0.7333333333333333,False
12,"['navigate to object LostPersonJeremy', 'navigate to object LostPersonJeremy']","['NavigateTo(LostPersonJeremy)', 'NavigateTo(LostPersonJeremy)']","[True, True]",0.8333333333333334,0.8,False
13,"['carry LostPersonJeremy', 'carry LostPersonJeremy']","['Carry(LostPersonJeremy)', 'Carry(LostPersonJeremy)']","[True, True]",0.8333333333333334,0.8666666666666667,False
14,"['navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.9333333333333333,False
15,"['dropoff LostPersonJeremy at DepositFacility', 'dropoff LostPersonJeremy at DepositFacility']","['DropOff(DepositFacility, LostPersonJeremy)', 'DropOff(DepositFacility, LostPersonJeremy)']","[True, True]",1.0,1.0,True
16,"['Done', 'Done']","['Done', 'Done']","[True, True]",1.0,1.0,True
