Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['get supply ReservoirTaj', 'explore', 'get supply ReservoirLibre', 'get supply ReservoirLibre']","['GetSupply(ReservoirTaj)', 'Explore()', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)']","[False, True, False, False]",0.2857142857142857,0.0,False
1,"['navigate to object EmberFire_Region_1', 'navigate to object AgniFire_Region_1', 'navigate to object ReservoirLibre', 'navigate to object ReservoirLibre']","['NavigateTo(EmberFire_Region_1)', 'NavigateTo(AgniFire_Region_1)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)']","[True, True, True, True]",0.5714285714285714,0.16666666666666666,False
2,"['get supply ReservoirTaj', 'get supply ReservoirLibre', 'get supply ReservoirLibre', 'get supply ReservoirLibre']","['GetSupply(ReservoirTaj)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)']","[False, False, True, True]",0.5714285714285714,0.2222222222222222,False
3,"['navigate to object ReservoirTaj', 'navigate to object ReservoirLibre', 'navigate to object AgniFire_Region_1', 'navigate to object DowntownFire_Region_1']","['NavigateTo(ReservoirTaj)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(AgniFire_Region_1)', 'NavigateTo(DowntownFire_Region_1)']","[True, True, True, True]",0.7142857142857143,0.3333333333333333,False
4,"['get supply ReservoirTaj', 'get supply ReservoirLibre', 'use supply Water on AgniFire_Region_1', 'use supply Water on DowntownFire_Region_1']","['GetSupply(ReservoirTaj)', 'GetSupply(ReservoirLibre)', 'UseSupply(AgniFire, Water)', 'UseSupply(DowntownFire, Water)']","[True, True, True, True]",0.7142857142857143,0.6111111111111112,False
5,"['use supply Sand on EmberFire_Region_1', 'get supply ReservoirLibre', 'explore', 'explore']","['UseSupply(EmberFire, Sand)', 'GetSupply(ReservoirLibre)', 'Explore()', 'Explore()']","[False, True, True, True]",0.7142857142857143,0.6666666666666666,False
6,"['navigate to object EmberFire_Region_1', 'get supply ReservoirLibre', 'move Down', 'move Left']","['NavigateTo(EmberFire_Region_1)', 'GetSupply(ReservoirLibre)', 'Move(Down)', 'Move(Left)']","[True, True, True, True]",0.7142857142857143,0.6666666666666666,False
7,"['use supply Sand on EmberFire_Region_1', 'navigate to object EmberFire_Region_1', 'navigate to object ReservoirTaj', 'explore']","['UseSupply(EmberFire, Sand)', 'NavigateTo(EmberFire_Region_1)', 'NavigateTo(ReservoirTaj)', 'Explore()']","[True, False, True, True]",0.7142857142857143,0.7777777777777778,False
8,"['navigate to object LostPersonThomas', 'navigate to object DepositFacility', 'navigate to object LostPersonThomas', 'Idle']","['NavigateTo(LostPersonThomas)', 'NavigateTo(DepositFacility)', 'NavigateTo(LostPersonThomas)', 'Idle']","[True, True, True, True]",1.0,0.8888888888888888,False
9,"['carry LostPersonThomas', 'store supply DepositFacility', 'carry LostPersonThomas', 'navigate to object LostPersonThomas']","['Carry(LostPersonThomas)', 'StoreSupply(DepositFacility)', 'Carry(LostPersonThomas)', 'NavigateTo(LostPersonThomas)']","[True, True, True, True]",1.0,0.9444444444444444,False
10,"['navigate to object DepositFacility', 'Idle', 'navigate to object DepositFacility', 'carry LostPersonThomas']","['NavigateTo(DepositFacility)', 'Idle', 'NavigateTo(DepositFacility)', 'Carry(LostPersonThomas)']","[True, True, True, False]",1.0,0.9444444444444444,False
11,"['navigate to DepositFacility', 'Idle', 'navigate to DepositFacility', 'navigate to DepositFacility']","['NavigateTo(DepositFacility)', 'Idle', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True]",1.0,0.9444444444444444,False
12,"['navigate to DepositFacility', 'Idle', 'navigate to DepositFacility', 'navigate to DepositFacility']","['NavigateTo(DepositFacility)', 'Idle', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True]",1.0,0.9444444444444444,False
13,"['navigate to DepositFacility', 'Idle', 'navigate to DepositFacility', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'NavigateTo(DepositFacility)', 'Idle']","[True, True, True, True]",1.0,0.9444444444444444,False
14,"['navigate to DepositFacility', 'Idle', 'navigate to DepositFacility', 'navigate to DepositFacility']","['NavigateTo(DepositFacility)', 'Idle', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True]",1.0,0.9444444444444444,False
15,"['navigate to DepositFacility', 'Idle', 'navigate to DepositFacility', 'navigate to Alice']","['NavigateTo(DepositFacility)', 'Idle', 'NavigateTo(DepositFacility)', 'NavigateTo(Alice)']","[True, True, True, True]",1.0,0.9444444444444444,False
16,"['Navigate to DepositFacility', 'Idle', 'Navigate to DepositFacility', 'Navigate to Alice']","['NavigateTo(DepositFacility)', 'Idle', 'NavigateTo(DepositFacility)', 'NavigateTo(Alice)']","[True, True, True, True]",1.0,0.9444444444444444,False
17,"['DropOff LostPersonThomas at DepositFacility', 'Navigate to DepositFacility', 'DropOff LostPersonThomas at DepositFacility', 'Navigate to DepositFacility']","['DropOff(DepositFacility, LostPersonThomas)', 'NavigateTo(DepositFacility)', 'DropOff(DepositFacility, LostPersonThomas)', 'NavigateTo(DepositFacility)']","[True, True, True, True]",1.0,1.0,True
18,"['Clear inventory', 'Clear inventory', 'Clear inventory', 'Clear inventory']","['ClearInventory()', 'ClearInventory()', 'ClearInventory()', 'ClearInventory()']","[True, True, True, True]",1.0,1.0,True
19,"['explore', 'move Down', 'explore', 'explore']","['Explore()', 'Move(Down)', 'Explore()', 'Explore()']","[True, True, True, True]",1.0,1.0,True
20,"['Clear inventory', 'Clear inventory', 'Clear inventory', 'Clear inventory']","['ClearInventory()', 'ClearInventory()', 'ClearInventory()', 'ClearInventory()']","[True, True, True, True]",1.0,1.0,True
21,"['Done', 'Done', 'Done', 'Done']","['Done', 'Done', 'Done', 'Done']","[True, True, True, True]",1.0,1.0,True
