Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirOmaha', 'navigate to object ReservoirWhosville', 'explore', 'explore']","['NavigateTo(ReservoirOmaha)', 'NavigateTo(ReservoirWhosville)', 'Explore()', 'Explore()']","[True, True, True, True]",0.3333333333333333,0.13333333333333333,False
1,"['get supply ReservoirOmaha', 'get supply ReservoirWhosville', 'explore', 'explore']","['GetSupply(ReservoirOmaha)', 'GetSupply(ReservoirWhosville)', 'Explore()', 'Explore()']","[True, True, True, True]",0.3333333333333333,0.26666666666666666,False
2,"['navigate to object EnglandFire_Region_1', 'navigate to object TownFire_Region_1', 'explore', 'explore']","['NavigateTo(EnglandFire_Region_1)', 'NavigateTo(TownFire_Region_1)', 'Explore()', 'Explore()']","[True, True, True, True]",0.6666666666666666,0.4,False
3,"['use supply Sand on EnglandFire_Region_1', 'use supply Water on TownFire_Region_1', 'explore', 'explore']","['UseSupply(EnglandFire, Sand)', 'UseSupply(TownFire, Water)', 'Explore()', 'Explore()']","[True, True, True, True]",0.6666666666666666,0.6,False
4,"['navigate to object TownFire_Region_2', 'get supply ReservoirWhosville', 'explore', 'explore']","['NavigateTo(TownFire_Region_2)', 'GetSupply(ReservoirWhosville)', 'Explore()', 'Explore()']","[True, False, True, True]",0.6666666666666666,0.6,False
5,"['use supply Water on TownFire', 'navigate to object ReservoirWhosville', 'explore', 'explore']","['UseSupply(TownFire, Water)', 'NavigateTo(ReservoirWhosville)', 'Explore()', 'Explore()']","[False, True, True, True]",0.6666666666666666,0.6,False
6,"['navigate to object ReservoirWhosville', 'get supply Water from ReservoirWhosville', 'explore', 'explore']","['NavigateTo(ReservoirWhosville)', 'GetSupply(ReservoirWhosville)', 'Explore()', 'Explore()']","[True, True, True, True]",0.6666666666666666,0.6,False
7,"['get supply ReservoirWhosville', 'navigate to object TownFire_Region_2', 'use supply Water on TownFire', 'explore']","['GetSupply(ReservoirWhosville)', 'NavigateTo(TownFire_Region_2)', 'UseSupply(TownFire, Water)', 'Explore()']","[True, True, False, True]",0.6666666666666666,0.6666666666666666,False
8,"['navigate to object TownFire_Region_2', 'use supply Water on TownFire_Region_2', 'get supply ReservoirWhosville', 'explore']","['NavigateTo(TownFire_Region_2)', 'UseSupply(TownFire, Water)', 'GetSupply(ReservoirWhosville)', 'Explore()']","[True, True, False, True]",0.6666666666666666,0.6666666666666666,False
9,"['use supply Water on TownFire_Region_2', 'use supply Water on TownFire_Region_2', 'navigate to object ReservoirWhosville', 'explore']","['UseSupply(TownFire, Water)', 'UseSupply(TownFire, Water)', 'NavigateTo(ReservoirWhosville)', 'Explore()']","[True, False, True, True]",0.6666666666666666,0.7333333333333333,False
10,"['carry LostPersonJeremy', 'carry LostPersonJeremy', 'get supply ReservoirWhosville', 'navigate to object DepositFacility']","['Carry(LostPersonJeremy)', 'Carry(LostPersonJeremy)', 'GetSupply(ReservoirWhosville)', 'NavigateTo(DepositFacility)']","[False, False, True, True]",1.0,0.8,False
11,"['navigate to object LostPersonJeremy', 'navigate to object LostPersonJeremy', 'navigate to object DepositFacility', 'Idle']","['NavigateTo(LostPersonJeremy)', 'NavigateTo(LostPersonJeremy)', 'NavigateTo(DepositFacility)', 'Idle']","[True, True, True, True]",1.0,0.8666666666666667,False
12,"['carry LostPersonJeremy', 'carry LostPersonJeremy', 'navigate to object DepositFacility', 'Idle']","['Carry(LostPersonJeremy)', 'Carry(LostPersonJeremy)', 'NavigateTo(DepositFacility)', 'Idle']","[True, True, True, True]",1.0,0.9333333333333333,False
13,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility', 'Idle']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Idle']","[True, True, True, True]",1.0,0.9333333333333333,False
14,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True, True]",1.0,0.9333333333333333,False
15,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'idle', 'explore']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Idle', 'Explore()']","[True, True, True, False]",1.0,0.9333333333333333,False
16,"['navigate to DepositFacility', 'navigate to DepositFacility', 'move Down', 'move Right']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Move(Down)', 'Move(Right)']","[True, True, False, False]",1.0,0.9333333333333333,False
17,"['Navigate to DepositFacility', 'Navigate to DepositFacility', 'Use supply Water on TownFire', 'Explore']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'UseSupply(TownFire, Water)', 'Explore()']","[True, True, False, False]",1.0,0.9333333333333333,False
18,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'Idle', 'move Down']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Idle', 'Move(Down)']","[True, True, True, False]",1.0,0.9333333333333333,False
19,"['Navigate to DepositFacility', 'Navigate to DepositFacility', 'Move Right', 'Move Left']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Move(Right)', 'Move(Left)']","[True, True, False, True]",1.0,0.9333333333333333,False
20,"['dropoff LostPersonJeremy at DepositFacility', 'dropoff LostPersonJeremy at DepositFacility', 'move Up', 'explore']","['DropOff(DepositFacility, LostPersonJeremy)', 'DropOff(DepositFacility, LostPersonJeremy)', 'Move(Up)', 'Explore()']","[True, True, True, True]",1.0,1.0,True
21,"['clear inventory', 'clear inventory', 'clear inventory', 'clear inventory']","['ClearInventory()', 'ClearInventory()', 'ClearInventory()', 'ClearInventory()']","[True, True, True, True]",1.0,1.0,True
22,"['Done', 'Done', 'Done', 'Done']","['Done', 'Done', 'Done', 'Done']","[True, True, True, True]",1.0,1.0,True
