Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirTaj', 'navigate to object ReservoirTaj', 'explore', 'navigate to object ReservoirTaj', 'navigate to object ReservoirTaj']","['NavigateTo(ReservoirTaj)', 'NavigateTo(ReservoirTaj)', 'Explore()', 'NavigateTo(ReservoirTaj)', 'NavigateTo(ReservoirTaj)']","[True, True, True, True, True]",0.25,0.1,False
1,"['get supply ReservoirTaj', 'get supply ReservoirTaj', 'explore', 'get supply ReservoirTaj', 'get supply ReservoirTaj']","['GetSupply(ReservoirTaj)', 'GetSupply(ReservoirTaj)', 'Explore()', 'GetSupply(ReservoirTaj)', 'GetSupply(ReservoirTaj)']","[True, True, True, True, True]",0.25,0.2,False
2,"['navigate to object RedFire_Region_1', 'navigate to object RedFire_Region_2', 'explore', 'navigate to object RedFire_Region_3', 'navigate to object RedFire_Region_1']","['NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_2)', 'Explore()', 'NavigateTo(RedFire_Region_3)', 'NavigateTo(RedFire_Region_1)']","[True, True, True, True, True]",0.5,0.4,False
3,"['use supply Sand on RedFire_Region_1', 'use supply Sand on RedFire_Region_2', 'navigate to object ReservoirTaj', 'use supply Sand on RedFire_Region_3', 'navigate to object LostPersonThomas']","['UseSupply(RedFire, Sand)', 'UseSupply(RedFire, Sand)', 'NavigateTo(ReservoirTaj)', 'UseSupply(RedFire, Sand)', 'NavigateTo(LostPersonThomas)']","[True, True, True, True, True]",0.75,0.7,False
4,"['navigate to LostPersonThomas', 'navigate to LostPersonThomas', 'explore', 'explore', 'clear inventory']","['NavigateTo(LostPersonThomas)', 'NavigateTo(LostPersonThomas)', 'Explore()', 'Explore()', 'ClearInventory()']","[True, True, True, True, True]",0.75,0.7,False
5,"['carry LostPersonThomas', 'carry LostPersonThomas', 'navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['Carry(LostPersonThomas)', 'Carry(LostPersonThomas)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.9,False
6,"['navigate to deposit DepositFacility', 'navigate to deposit DepositFacility', 'navigate to deposit DepositFacility', 'navigate to deposit DepositFacility', 'navigate to deposit DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.9,False
7,"['dropoff LostPersonThomas at DepositFacility', 'dropoff LostPersonThomas at DepositFacility', 'explore', 'explore', 'explore']","['DropOff(DepositFacility, LostPersonThomas)', 'DropOff(DepositFacility, LostPersonThomas)', 'Explore()', 'Explore()', 'Explore()']","[True, True, True, False, True]",1.0,1.0,True
8,"['Clear inventory', 'Clear inventory', 'Explore', 'Move Down', 'Clear inventory']","['ClearInventory()', 'ClearInventory()', 'Explore()', 'Move(Down)', 'ClearInventory()']","[True, True, True, True, True]",1.0,1.0,True
9,"['clear inventory', 'clear inventory', 'explore', 'clear inventory', 'clear inventory']","['ClearInventory()', 'ClearInventory()', 'Explore()', 'ClearInventory()', 'ClearInventory()']","[True, True, True, True, True]",1.0,1.0,True
10,"['Done', 'Done', 'Done', 'Done', 'Done']","['Done', 'Done', 'Done', 'Done', 'Done']","[True, True, True, True, True]",1.0,1.0,True
