Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirTaj', 'navigate to object ReservoirTaj', 'navigate to object ReservoirTaj', 'navigate to object ReservoirTaj', 'explore']","['NavigateTo(ReservoirTaj)', 'NavigateTo(ReservoirTaj)', 'NavigateTo(ReservoirTaj)', 'NavigateTo(ReservoirTaj)', 'Explore()']","[True, True, True, True, False]",0.25,0.1,False
1,"['get supply ReservoirTaj', 'get supply ReservoirTaj', 'get supply ReservoirTaj', 'get supply ReservoirTaj', 'move Left']","['GetSupply(ReservoirTaj)', 'GetSupply(ReservoirTaj)', 'GetSupply(ReservoirTaj)', 'GetSupply(ReservoirTaj)', 'Move(Left)']","[True, True, True, True, False]",0.25,0.2,False
2,"['use supply Sand on RedFire_Region_1', 'use supply Sand on RedFire_Region_2', 'use supply Sand on RedFire_Region_3', 'navigate to object RedFire_Region_1', 'explore']","['UseSupply(RedFire, Sand)', 'UseSupply(RedFire, Sand)', 'UseSupply(RedFire, Sand)', 'NavigateTo(RedFire_Region_1)', 'Explore()']","[True, True, True, True, True]",0.5,0.5,False
3,"['get supply ReservoirTaj', 'get supply ReservoirTaj', 'get supply ReservoirTaj', 'use supply Sand on RedFire_Region_1', 'move Up']","['GetSupply(ReservoirTaj)', 'GetSupply(ReservoirTaj)', 'GetSupply(ReservoirTaj)', 'UseSupply(RedFire, Sand)', 'Move(Up)']","[True, True, True, True, True]",0.5,0.5,False
4,"['Use supply Sand on RedFire_Region_2', 'Navigate to object RedFire_Region_3', 'Use supply Sand on RedFire_Region_2', 'Get supply from ReservoirTaj', 'Explore']","['UseSupply(RedFire, Sand)', 'NavigateTo(RedFire_Region_3)', 'UseSupply(RedFire, Sand)', 'GetSupply(ReservoirTaj)', 'Explore()']","[True, True, True, False, True]",0.5,0.5,False
5,"['use supply Sand on RedFire_Region_2', 'use supply Sand on RedFire_Region_3', 'navigate to object RedFire_Region_1', 'navigate to object ReservoirTaj', 'navigate to object ReservoirLibre']","['UseSupply(RedFire, Sand)', 'UseSupply(RedFire, Sand)', 'NavigateTo(RedFire_Region_1)', 'NavigateTo(ReservoirTaj)', 'NavigateTo(ReservoirLibre)']","[False, True, False, True, True]",0.5,0.5,False
6,"['navigate to object ReservoirLibre', 'use supply Sand on RedFire_Region_2', 'navigate to object RedFire_Region_2', 'get supply ReservoirLibre', 'get supply ReservoirLibre']","['NavigateTo(ReservoirLibre)', 'UseSupply(RedFire, Sand)', 'NavigateTo(RedFire_Region_2)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)']","[True, False, True, False, True]",0.5,0.5,False
7,"['get supply ReservoirLibre', 'clear inventory', 'use supply Water on RedFire_Region_2', 'navigate to object ReservoirLibre', 'use supply Water on RedFire']","['GetSupply(ReservoirLibre)', 'ClearInventory()', 'UseSupply(RedFire, Water)', 'NavigateTo(ReservoirLibre)', 'UseSupply(RedFire, Water)']","[True, True, False, True, False]",0.5,0.5,False
8,"['use supply Water on RedFire_Region_2', 'navigate to object ReservoirLibre', 'navigate to object ReservoirLibre', 'get supply ReservoirLibre', 'explore']","['UseSupply(RedFire, Water)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'Explore()']","[False, True, True, True, True]",0.5,0.5,False
9,"['navigate to object RedFire_Region_2', 'get supply ReservoirLibre', 'get supply ReservoirLibre', 'navigate to object RedFire_Region_2', 'explore']","['NavigateTo(RedFire_Region_2)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'NavigateTo(RedFire_Region_2)', 'Explore()']","[True, True, True, True, True]",0.5,0.5,False
