Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirYork', 'navigate to object ReservoirYork', 'explore', 'navigate to object SussexFire_Region_1']","['NavigateTo(ReservoirYork)', 'NavigateTo(ReservoirYork)', 'Explore()', 'NavigateTo(SussexFire_Region_1)']","[True, True, True, True]",0.4,0.14285714285714285,False
1,"['get supply ReservoirYork', 'get supply ReservoirYork', 'explore', 'use supply Water on SussexFire_Region_1']","['GetSupply(ReservoirYork)', 'GetSupply(ReservoirYork)', 'Explore()', 'UseSupply(SussexFire, Water)']","[True, True, True, False]",0.4,0.21428571428571427,False
2,"['navigate to object SussexFire_Region_1', 'navigate to object SussexFire_Region_1', 'get supply ReservoirYork', 'navigate to object SussexFire_Region_1']","['NavigateTo(SussexFire_Region_1)', 'NavigateTo(SussexFire_Region_1)', 'GetSupply(ReservoirYork)', 'NavigateTo(SussexFire_Region_1)']","[True, True, True, True]",0.4,0.21428571428571427,False
3,"['use supply Water on SussexFire_Region_1', 'use supply Water on SussexFire_Region_1', 'navigate to object SussexFire_Region_1', 'get supply ReservoirYork']","['UseSupply(SussexFire, Water)', 'UseSupply(SussexFire, Water)', 'NavigateTo(SussexFire_Region_1)', 'GetSupply(ReservoirYork)']","[True, True, False, False]",0.4,0.35714285714285715,False
4,"['explore', 'explore', 'explore', 'navigate to object ReservoirYork']","['Explore()', 'Explore()', 'Explore()', 'NavigateTo(ReservoirYork)']","[True, True, True, True]",0.4,0.42857142857142855,False
5,"['explore', 'explore', 'explore', 'get supply ReservoirYork']","['Explore()', 'Explore()', 'Explore()', 'GetSupply(ReservoirYork)']","[True, True, True, True]",0.4,0.5,False
6,"['carry LostPersonJacob', 'navigate to object DepositFacility', 'carry LostPersonZoe', 'navigate to object DepositFacility']","['Carry(LostPersonJacob)', 'NavigateTo(DepositFacility)', 'Carry(LostPersonZoe)', 'NavigateTo(DepositFacility)']","[False, True, False, True]",1.0,0.5714285714285714,False
7,"['navigate to object LostPersonJacob', 'navigate to object LostPersonZoe', 'navigate to object DepositFacility', 'navigate to object LostPersonZoe']","['NavigateTo(LostPersonJacob)', 'NavigateTo(LostPersonZoe)', 'NavigateTo(DepositFacility)', 'NavigateTo(LostPersonZoe)']","[True, True, True, True]",1.0,0.7142857142857143,False
8,"['navigate to object LostPersonJacob', 'navigate to object DepositFacility', 'carry LostPersonJacob', 'navigate to object DepositFacility']","['NavigateTo(LostPersonJacob)', 'NavigateTo(DepositFacility)', 'Carry(LostPersonJacob)', 'NavigateTo(DepositFacility)']","[True, True, False, True]",1.0,0.7142857142857143,False
9,"['navigate to LostPersonJacob', 'navigate to DepositFacility', 'navigate to LostPersonJacob', 'navigate to DepositFacility']","['NavigateTo(LostPersonJacob)', 'NavigateTo(DepositFacility)', 'NavigateTo(LostPersonJacob)', 'NavigateTo(DepositFacility)']","[True, True, True, True]",1.0,0.7142857142857143,False
