Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirTaj', 'navigate to object RedFire_Region_1', 'navigate to object RedFire_Region_2', 'explore']","['NavigateTo(ReservoirTaj)', 'NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_2)', 'Explore()']","[True, True, True, True]",0.5,0.2,False
1,"['get supply ReservoirTaj', 'use supply Sand on RedFire_Region_1', 'use supply Sand on RedFire_Region_2', 'navigate to object RedFire_Region_3']","['GetSupply(ReservoirTaj)', 'UseSupply(RedFire, Sand)', 'UseSupply(RedFire, Sand)', 'NavigateTo(RedFire_Region_3)']","[True, False, False, True]",0.5,0.3,False
2,"['use supply Sand on RedFire_Region_1', 'navigate to object RedFire_Region_2', 'get supply ReservoirTaj', 'explore north to locate LostPersonThomas']","['UseSupply(RedFire, Sand)', 'NavigateTo(RedFire_Region_2)', 'GetSupply(ReservoirTaj)', 'NavigateTo(LostPersonThomas)']","[True, True, False, False]",0.75,0.4,False
3,"['navigate to object ReservoirTaj', 'use supply Sand on RedFire_Region_2', 'navigate to object ReservoirTaj', 'explore']","['NavigateTo(ReservoirTaj)', 'UseSupply(RedFire, Sand)', 'NavigateTo(ReservoirTaj)', 'Explore()']","[True, False, True, True]",0.75,0.5,False
4,"['navigate to object ReservoirLibre', 'navigate to object ReservoirLibre', 'navigate to object ReservoirLibre', 'navigate to object ReservoirLibre']","['NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)']","[True, True, True, True]",0.75,0.5,False
5,"['get supply ReservoirLibre', 'get supply ReservoirLibre', 'get supply ReservoirLibre', 'get supply ReservoirLibre']","['GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)']","[True, True, True, True]",0.75,0.5,False
6,"['use supply Water on RedFire_Region_1', 'navigate to object RedFire_Region_2', 'navigate to object RedFire_Region_3', 'explore']","['UseSupply(RedFire, Water)', 'NavigateTo(RedFire_Region_2)', 'NavigateTo(RedFire_Region_3)', 'Explore()']","[False, True, True, True]",0.75,0.5,False
7,"['navigate to object RedFire_Region_1', 'use supply Water on RedFire_Region_2', 'use supply Water on RedFire_Region_3', 'navigate to object RedFire_Region_1']","['NavigateTo(RedFire_Region_1)', 'UseSupply(RedFire, Water)', 'UseSupply(RedFire, Water)', 'NavigateTo(RedFire_Region_1)']","[True, False, False, True]",0.75,0.5,False
8,"['use supply Water on RedFire_Region_1', 'navigate to RedFire_Region_2', 'use supply Water on RedFire_Region_3', 'use supply Water on RedFire_Region_1']","['UseSupply(RedFire, Water)', 'NavigateTo(RedFire_Region_2)', 'UseSupply(RedFire, Water)', 'UseSupply(RedFire, Water)']","[False, True, False, False]",0.75,0.5,False
9,"['navigate to object RedFire_Region_1', 'get supply ReservoirLibre', 'navigate to object RedFire_Region_3', 'navigate to object RedFire_Region_1']","['NavigateTo(RedFire_Region_1)', 'GetSupply(ReservoirLibre)', 'NavigateTo(RedFire_Region_3)', 'NavigateTo(RedFire_Region_1)']","[True, False, True, True]",0.75,0.5,False
10,"['use supply Water on RedFire_Region_1', 'navigate to object ReservoirLibre', 'use supply Water on RedFire_Region_3', 'navigate to object ReservoirLibre']","['UseSupply(RedFire, Water)', 'NavigateTo(ReservoirLibre)', 'UseSupply(RedFire, Water)', 'NavigateTo(ReservoirLibre)']","[False, True, False, True]",0.75,0.5,False
11,"['navigate to object RedFire_Region_1', 'get supply ReservoirLibre', 'navigate to object RedFire_Region_3', 'navigate to object RedFire_Region_2']","['NavigateTo(RedFire_Region_1)', 'GetSupply(ReservoirLibre)', 'NavigateTo(RedFire_Region_3)', 'NavigateTo(RedFire_Region_2)']","[True, True, True, True]",0.75,0.5,False
12,"['Navigate to ReservoirLibre', 'Use supply Water on RedFire_Region_1', 'Navigate to ReservoirLibre', 'Navigate to ReservoirLibre']","['NavigateTo(ReservoirLibre)', 'UseSupply(RedFire, Water)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)']","[True, False, True, True]",0.75,0.5,False
13,"['get supply ReservoirLibre', 'navigate to object RedFire_Region_1', 'get supply ReservoirLibre', 'get supply ReservoirLibre']","['GetSupply(ReservoirLibre)', 'NavigateTo(RedFire_Region_1)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)']","[True, True, True, True]",0.75,0.5,False
14,"['navigate to object RedFire_Region_3', 'use supply Water on RedFire_Region_1', 'navigate to object RedFire_Region_2', 'navigate to object RedFire_Region_3']","['NavigateTo(RedFire_Region_3)', 'UseSupply(RedFire, Water)', 'NavigateTo(RedFire_Region_2)', 'NavigateTo(RedFire_Region_3)']","[True, False, True, True]",0.75,0.5,False
15,"['use supply Water on RedFire_Region_3', 'get supply ReservoirLibre', 'use supply Water on RedFire_Region_2', 'use supply Water on RedFire_Region_1']","['UseSupply(RedFire, Water)', 'GetSupply(ReservoirLibre)', 'UseSupply(RedFire, Water)', 'UseSupply(RedFire, Water)']","[False, False, False, False]",0.75,0.5,False
16,"['Navigate to object ReservoirTaj', 'Navigate to object ReservoirLibre', 'Navigate to object ReservoirTaj', 'Navigate to object ReservoirTaj']","['NavigateTo(ReservoirTaj)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirTaj)', 'NavigateTo(ReservoirTaj)']","[True, True, True, True]",0.75,0.5,False
17,"['clear inventory', 'navigate to object ReservoirTaj', 'clear inventory', 'clear inventory']","['ClearInventory()', 'NavigateTo(ReservoirTaj)', 'ClearInventory()', 'ClearInventory()']","[True, True, True, True]",0.75,0.5,False
18,"['navigate to object ReservoirTaj', 'get supply ReservoirTaj', 'navigate to object ReservoirTaj', 'navigate to object ReservoirTaj']","['NavigateTo(ReservoirTaj)', 'GetSupply(ReservoirTaj)', 'NavigateTo(ReservoirTaj)', 'NavigateTo(ReservoirTaj)']","[True, True, True, True]",0.75,0.5,False
19,"['get supply ReservoirTaj', 'use supply Sand on RedFire', 'get supply ReservoirTaj', 'explore']","['GetSupply(ReservoirTaj)', 'UseSupply(RedFire, Sand)', 'GetSupply(ReservoirTaj)', 'Explore()']","[True, False, True, True]",0.75,0.5,False
20,"['UseSupply(Sand) on RedFire_Region_1', 'NavigateTo(ReservoirTaj)', 'UseSupply(Sand) on RedFire_Region_2', 'NavigateTo(ReservoirTaj)']","['UseSupply(RedFire, Sand)', 'NavigateTo(ReservoirTaj)', 'UseSupply(RedFire, Sand)', 'NavigateTo(ReservoirTaj)']","[True, True, True, True]",0.75,0.5,False
21,"['use supply Sand on RedFire_Region_1', 'get supply ReservoirTaj', 'use supply Sand on RedFire_Region_3', 'get supply ReservoirTaj']","['UseSupply(RedFire, Sand)', 'GetSupply(ReservoirTaj)', 'UseSupply(RedFire, Sand)', 'GetSupply(ReservoirTaj)']","[False, True, False, True]",0.75,0.5,False
22,"['navigate to object RedFire_Region_1', 'navigate to object RedFire_Region_2', 'navigate to object RedFire_Region_3', 'get supply ReservoirLibre']","['NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_2)', 'NavigateTo(RedFire_Region_3)', 'GetSupply(ReservoirLibre)']","[True, True, True, True]",0.75,0.5,False
23,"['get supply ReservoirLibre', 'get supply ReservoirLibre', 'get supply ReservoirLibre', 'use supply Water on RedFire_Region_13']","['GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'UseSupply(RedFire, Water)']","[False, False, False, False]",0.75,0.5,False
24,"['navigate to ReservoirLibre', 'navigate to ReservoirLibre', 'navigate to ReservoirLibre', 'use supply Water on RedFire_Region_13']","['NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)', 'UseSupply(RedFire, Water)']","[True, True, True, False]",0.75,0.5,False
25,"['get supply ReservoirLibre', 'get supply ReservoirLibre', 'get supply ReservoirLibre', 'navigate to object RedFire_Region_13']","['GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'NavigateTo(RedFire_Region_1)']","[True, True, True, True]",0.75,0.5,False
26,"['navigate to object RedFire_Region_7', 'navigate to object RedFire_Region_12', 'navigate to object RedFire_Region_15', 'clear inventory']","['NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_1)', 'ClearInventory()']","[True, True, True, True]",0.75,0.5,False
27,"['use supply Water on RedFire_Region_1', 'use supply Water on RedFire_Region_2', 'use supply Water on RedFire_Region_3', 'explore']","['UseSupply(RedFire, Water)', 'UseSupply(RedFire, Water)', 'UseSupply(RedFire, Water)', 'Explore()']","[False, False, False, False]",0.75,0.5,False
28,"['navigate to object RedFire_Region_1', 'navigate to object RedFire_Region_2', 'navigate to object RedFire_Region_3', 'explore']","['NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_2)', 'NavigateTo(RedFire_Region_3)', 'Explore()']","[True, True, True, True]",0.75,0.5,False
