Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirOmaha', 'navigate to object ReservoirWhosville', 'explore']","['NavigateTo(ReservoirOmaha)', 'NavigateTo(ReservoirWhosville)', 'Explore()']","[True, True, True]",0.3333333333333333,0.13333333333333333,False
1,"['get supply ReservoirOmaha', 'get supply ReservoirWhosville', 'explore']","['GetSupply(ReservoirOmaha)', 'GetSupply(ReservoirWhosville)', 'Explore()']","[True, True, True]",0.3333333333333333,0.26666666666666666,False
2,"['use supply Sand on EnglandFire_Region_1', 'navigate to object TownFire_Region_1', 'explore']","['UseSupply(EnglandFire, Sand)', 'NavigateTo(TownFire_Region_1)', 'Explore()']","[False, True, True]",0.6666666666666666,0.3333333333333333,False
3,"['navigate to object EnglandFire_Region_1', 'use supply Water on TownFire_Region_1', 'explore']","['NavigateTo(EnglandFire_Region_1)', 'UseSupply(TownFire, Water)', 'Explore()']","[True, True, True]",0.6666666666666666,0.5333333333333333,False
4,"['Use supply Sand on EnglandFire_Region_1', 'Navigate to object ReservoirWhosville', 'Navigate to object DepositFacility']","['UseSupply(EnglandFire, Sand)', 'NavigateTo(ReservoirWhosville)', 'NavigateTo(DepositFacility)']","[True, True, True]",0.8333333333333334,0.7333333333333333,False
5,"['navigate to object ReservoirWhosville', 'get supply ReservoirWhosville', 'explore']","['NavigateTo(ReservoirWhosville)', 'GetSupply(ReservoirWhosville)', 'Explore()']","[True, True, False]",0.8333333333333334,0.7333333333333333,False
6,"['navigate to object TownFire_Region_2', 'navigate to object TownFire_Region_2', 'move Down']","['NavigateTo(TownFire_Region_2)', 'NavigateTo(TownFire_Region_2)', 'Move(Down)']","[True, True, True]",0.8333333333333334,0.7333333333333333,False
7,"['get supply ReservoirWhosville', 'use supply Water on TownFire_Region_2', 'navigate to object ReservoirWhosville']","['GetSupply(ReservoirWhosville)', 'UseSupply(TownFire, Water)', 'NavigateTo(ReservoirWhosville)']","[False, True, True]",0.8333333333333334,0.8,False
8,"['navigate to object ReservoirWhosville', 'navigate to object LostPersonJeremy', 'navigate to object LostPersonJeremy']","['NavigateTo(ReservoirWhosville)', 'NavigateTo(LostPersonJeremy)', 'NavigateTo(LostPersonJeremy)']","[True, True, True]",1.0,0.8666666666666667,False
9,"['navigate to object DepositFacility', 'carry LostPersonJeremy', 'carry LostPersonJeremy']","['NavigateTo(DepositFacility)', 'Carry(LostPersonJeremy)', 'Carry(LostPersonJeremy)']","[True, True, True]",1.0,0.9333333333333333,False
10,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.9333333333333333,False
11,"['Idle', 'DropOff LostPersonJeremy at DepositFacility', 'DropOff LostPersonJeremy at DepositFacility']","['Idle', 'DropOff(DepositFacility, LostPersonJeremy)', 'DropOff(DepositFacility, LostPersonJeremy)']","[True, True, True]",1.0,1.0,True
12,"['Done', 'Done', 'Done']","['Done', 'Done', 'Done']","[True, True, True]",1.0,1.0,True
