Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirYork', 'navigate to object ReservoirYork', 'navigate to object ReservoirYork', 'explore', 'explore']","['NavigateTo(ReservoirYork)', 'NavigateTo(ReservoirYork)', 'NavigateTo(ReservoirYork)', 'Explore()', 'Explore()']","[True, True, True, True, True]",0.2,0.07142857142857142,False
1,"['get supply ReservoirYork', 'get supply ReservoirYork', 'get supply ReservoirYork', 'explore', 'explore']","['GetSupply(ReservoirYork)', 'GetSupply(ReservoirYork)', 'GetSupply(ReservoirYork)', 'Explore()', 'Explore()']","[True, True, True, True, True]",0.2,0.2857142857142857,False
2,"['navigate to object SussexFire_Region_1', 'navigate to object SussexFire_Region_1', 'navigate to object SussexFire_Region_1', 'get supply from ReservoirYork', 'explore']","['NavigateTo(SussexFire_Region_1)', 'NavigateTo(SussexFire_Region_1)', 'NavigateTo(SussexFire_Region_1)', 'GetSupply(ReservoirYork)', 'Explore()']","[True, True, True, False, True]",0.4,0.35714285714285715,False
3,"['use supply Water on SussexFire_Region_1', 'use supply Water on SussexFire_Region_1', 'use supply Water on SussexFire_Region_1', 'navigate to ReservoirYork', 'explore']","['UseSupply(SussexFire, Water)', 'UseSupply(SussexFire, Water)', 'UseSupply(SussexFire, Water)', 'NavigateTo(ReservoirYork)', 'Explore()']","[True, True, True, True, True]",0.4,0.5,False
4,"['navigate to object LostPersonJacob', 'navigate to object LostPersonJacob', 'navigate to object LostPersonZoe', 'get supply ReservoirYork', 'navigate to object ReservoirYork']","['NavigateTo(LostPersonJacob)', 'NavigateTo(LostPersonJacob)', 'NavigateTo(LostPersonZoe)', 'GetSupply(ReservoirYork)', 'NavigateTo(ReservoirYork)']","[True, True, True, True, True]",0.8,0.6428571428571429,False
5,"['carry LostPersonJacob', 'carry LostPersonJacob', 'carry LostPersonZoe', 'carry LostPersonZoe', 'get supply ReservoirYork']","['Carry(LostPersonJacob)', 'Carry(LostPersonJacob)', 'Carry(LostPersonZoe)', 'Carry(LostPersonZoe)', 'GetSupply(ReservoirYork)']","[True, True, True, False, True]",0.8,0.7857142857142857,False
6,"['navigate to deposit DepositFacility with LostPersonJacob', 'navigate to deposit DepositFacility with LostPersonJacob', 'navigate to deposit DepositFacility with LostPersonZoe', 'move Left', 'get supply ReservoirYork']","['DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonZoe)', 'Move(Left)', 'GetSupply(ReservoirYork)']","[False, False, False, True, True]",1.0,0.7857142857142857,False
7,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility', 'get supply ReservoirYork', 'get supply ReservoirYork']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'GetSupply(ReservoirYork)', 'GetSupply(ReservoirYork)']","[True, True, True, True, True]",1.0,0.8571428571428571,False
8,"['navigate to DepositFacility', 'navigate to DepositFacility', 'navigate to DepositFacility', 'get supply from ReservoirYork', 'get supply from ReservoirYork']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'GetSupply(ReservoirYork)', 'GetSupply(ReservoirYork)']","[True, True, True, True, False]",1.0,0.8571428571428571,False
9,"['Navigate to object DepositFacility', 'Navigate to object DepositFacility', 'Navigate to object DepositFacility', 'Idle', 'Navigate to object ReservoirYork']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Idle', 'NavigateTo(ReservoirYork)']","[True, True, True, True, True]",1.0,0.8571428571428571,False
10,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility', 'get supply ReservoirYork', 'get supply ReservoirYork']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'GetSupply(ReservoirYork)', 'GetSupply(ReservoirYork)']","[True, True, True, False, False]",1.0,0.8571428571428571,False
11,"['Navigate to object DepositFacility', 'Navigate to object DepositFacility', 'Navigate to object DepositFacility', 'Navigate to object ReservoirYork', 'Navigate to object ReservoirYork']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(ReservoirYork)', 'NavigateTo(ReservoirYork)']","[True, True, True, True, True]",1.0,0.8571428571428571,False
12,"['dropoff LostPersonJacob at DepositFacility', 'dropoff LostPersonJacob at DepositFacility', 'dropoff LostPersonJacob at DepositFacility', 'explore', 'navigate to ReservoirYork']","['DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonJacob)', 'Explore()', 'NavigateTo(ReservoirYork)']","[True, True, True, True, True]",1.0,0.9285714285714286,False
13,"['navigate to object LostPersonZoe', 'navigate to object LostPersonZoe', 'carry LostPersonZoe', 'move Center', 'move Center']","['NavigateTo(LostPersonZoe)', 'NavigateTo(LostPersonZoe)', 'Carry(LostPersonZoe)', 'Move(Center)', 'Move(Center)']","[True, True, False, True, True]",1.0,0.9285714285714286,False
14,"['carry LostPersonZoe', 'carry LostPersonZoe', 'navigate to LostPersonZoe', 'navigate to DepositFacility', 'navigate to DepositFacility']","['Carry(LostPersonZoe)', 'Carry(LostPersonZoe)', 'NavigateTo(LostPersonZoe)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, False, True, True, True]",1.0,0.9285714285714286,False
15,"['Navigate to DepositFacility', 'Navigate to LostPersonZoe', 'Navigate to DepositFacility', 'Explore', 'Explore']","['NavigateTo(DepositFacility)', 'NavigateTo(LostPersonZoe)', 'NavigateTo(DepositFacility)', 'Explore()', 'Explore()']","[True, True, True, True, True]",1.0,0.9285714285714286,False
16,"['navigate to DepositFacility', 'carry LostPersonZoe', 'navigate to DepositFacility', 'navigate to DepositFacility', 'navigate to DepositFacility']","['NavigateTo(DepositFacility)', 'Carry(LostPersonZoe)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, False, True, True, True]",1.0,0.9285714285714286,False
17,"['navigate to DepositFacility', 'explore', 'navigate to DepositFacility', 'explore', 'explore']","['NavigateTo(DepositFacility)', 'Explore()', 'NavigateTo(DepositFacility)', 'Explore()', 'Explore()']","[True, True, True, True, True]",1.0,0.9285714285714286,False
18,"['Navigate to DepositFacility', 'Navigate to LostPersonZoe', 'Navigate to DepositFacility', 'Navigate to DepositFacility', 'Navigate to DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(LostPersonZoe)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.9285714285714286,False
19,"['navigate to DepositFacility', 'navigate to LostPersonZoe', 'navigate to DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'NavigateTo(LostPersonZoe)', 'NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True, True, True]",1.0,0.9285714285714286,False
20,"['Idle', 'Carry LostPersonZoe', 'Navigate to DepositFacility', 'Idle', 'Idle']","['Idle', 'Carry(LostPersonZoe)', 'NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, False, True, True, True]",1.0,0.9285714285714286,False
21,"['Carry LostPersonZoe', 'Carry LostPersonZoe', 'Navigate to DepositFacility', 'Idle', 'Idle']","['Carry(LostPersonZoe)', 'Carry(LostPersonZoe)', 'NavigateTo(DepositFacility)', 'Idle', 'Idle']","[False, False, True, True, True]",1.0,0.9285714285714286,False
22,"['carry LostPersonZoe', 'carry LostPersonZoe', 'navigate to DepositFacility', 'Idle', 'Idle']","['Carry(LostPersonZoe)', 'Carry(LostPersonZoe)', 'NavigateTo(DepositFacility)', 'Idle', 'Idle']","[False, False, True, True, True]",1.0,0.9285714285714286,False
23,"['Idle', 'Navigate to object LostPersonZoe', 'Idle', 'Navigate to object DepositFacility', 'Navigate to object DepositFacility']","['Idle', 'NavigateTo(LostPersonZoe)', 'Idle', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.9285714285714286,False
24,"['Idle', 'Navigate to LostPersonZoe', 'Idle', 'Navigate to DepositFacility', 'Navigate to DepositFacility']","['Idle', 'NavigateTo(LostPersonZoe)', 'Idle', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.9285714285714286,False
25,"['Idle', 'navigate to object LostPersonZoe', 'Idle', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['Idle', 'NavigateTo(LostPersonZoe)', 'Idle', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.9285714285714286,False
26,"['Idle', 'Navigate to object LostPersonZoe', 'Idle', 'Navigate to object DepositFacility', 'Navigate to object DepositFacility']","['Idle', 'NavigateTo(LostPersonZoe)', 'Idle', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.9285714285714286,False
27,"['carry LostPersonZoe', 'carry LostPersonZoe', 'carry LostPersonZoe', 'Idle', 'Idle']","['Carry(LostPersonZoe)', 'Carry(LostPersonZoe)', 'Carry(LostPersonZoe)', 'Idle', 'Idle']","[False, False, False, True, True]",1.0,0.9285714285714286,False
28,"['Idle', 'Navigate to object LostPersonZoe', 'Idle', 'Idle', 'Idle']","['Idle', 'NavigateTo(LostPersonZoe)', 'Idle', 'Idle', 'Idle']","[True, True, True, True, True]",1.0,0.9285714285714286,False
29,"['navigate to DepositFacility', 'navigate to DepositFacility', 'navigate to DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True, True, True]",1.0,0.9285714285714286,False
30,"['Idle', 'navigate to object DepositFacility', 'Idle', 'navigate to object ReservoirYork', 'navigate to object ReservoirYork']","['Idle', 'NavigateTo(DepositFacility)', 'Idle', 'NavigateTo(ReservoirYork)', 'NavigateTo(ReservoirYork)']","[True, True, True, True, True]",1.0,0.9285714285714286,False
31,"['Idle', 'Navigate to object DepositFacility', 'Idle', 'Idle', 'Idle']","['Idle', 'NavigateTo(DepositFacility)', 'Idle', 'Idle', 'Idle']","[True, True, True, True, True]",1.0,0.9285714285714286,False
32,"['carry LostPersonZoe', 'navigate to DepositFacility', 'carry LostPersonZoe', 'Idle', 'Idle']","['Carry(LostPersonZoe)', 'NavigateTo(DepositFacility)', 'Carry(LostPersonZoe)', 'Idle', 'Idle']","[False, True, False, True, True]",1.0,0.9285714285714286,False
33,"['carry LostPersonZoe', 'move Left', 'carry LostPersonZoe', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['Carry(LostPersonZoe)', 'Move(Left)', 'Carry(LostPersonZoe)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[False, False, False, True, True]",1.0,0.9285714285714286,False
34,"['navigate to object Charlie', 'move Right', 'navigate to object Alice', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(Charlie)', 'Move(Right)', 'NavigateTo(Alice)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.9285714285714286,False
