Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirYork', 'explore']","['NavigateTo(ReservoirYork)', 'Explore()']","[True, True]",0.2,0.07142857142857142,False
1,"['get supply ReservoirYork', 'explore']","['GetSupply(ReservoirYork)', 'Explore()']","[True, True]",0.2,0.2857142857142857,False
2,"['navigate to object ReservoirYork', 'navigate to object ReservoirYork']","['NavigateTo(ReservoirYork)', 'NavigateTo(ReservoirYork)']","[True, True]",0.2,0.2857142857142857,False
3,"['use supply Water on SussexFire_Region_1', 'navigate to object ReservoirYork']","['UseSupply(SussexFire, Water)', 'NavigateTo(ReservoirYork)']","[False, True]",0.4,0.2857142857142857,False
4,"['navigate to object SussexFire_Region_1', 'get supply ReservoirYork']","['NavigateTo(SussexFire_Region_1)', 'GetSupply(ReservoirYork)']","[True, True]",0.4,0.35714285714285715,False
5,"['use supply Water on SussexFire_Region_1', 'navigate to object SussexFire_Region_1']","['UseSupply(SussexFire, Water)', 'NavigateTo(SussexFire_Region_1)']","[True, False]",0.4,0.5,False
6,"['explore', 'explore']","['Explore()', 'Explore()']","[True, True]",0.4,0.5,False
7,"['Navigate to object LostPersonJacob', 'Navigate to object LostPersonZoe']","['NavigateTo(LostPersonJacob)', 'NavigateTo(LostPersonZoe)']","[True, True]",0.8,0.6428571428571429,False
8,"['carry LostPersonJacob', 'carry LostPersonZoe']","['Carry(LostPersonJacob)', 'Carry(LostPersonZoe)']","[True, True]",0.8,0.7857142857142857,False
9,"['navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
10,"['dropoff LostPersonJacob at DepositFacility', 'dropoff LostPersonZoe at DepositFacility']","['DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonZoe)']","[False, False]",1.0,0.8571428571428571,False
11,"['navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
12,"['navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True]",1.0,0.8571428571428571,False
13,"['move Right', 'move Left']","['Move(Right)', 'Move(Left)']","[True, True]",1.0,0.8571428571428571,False
