Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirYork', 'explore', 'explore']","['NavigateTo(ReservoirYork)', 'Explore()', 'Explore()']","[True, True, True]",0.2,0.21428571428571427,False
1,"['get supply ReservoirYork', 'navigate to object LostPersonJacob', 'navigate to object LostPersonZoe']","['GetSupply(ReservoirYork)', 'NavigateTo(LostPersonJacob)', 'NavigateTo(LostPersonZoe)']","[True, True, True]",0.6,0.42857142857142855,False
2,"['use supply Water on SussexFire_Region_1', 'carry LostPersonJacob', 'carry LostPersonZoe']","['UseSupply(SussexFire, Water)', 'Carry(LostPersonJacob)', 'Carry(LostPersonZoe)']","[False, True, True]",0.8,0.5714285714285714,False
3,"['navigate to object SussexFire_Region_1', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(SussexFire_Region_1)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.7142857142857143,False
4,"['use supply Water on SussexFire', 'dropoff LostPersonJacob at DepositFacility', 'dropoff LostPersonZoe at DepositFacility']","['UseSupply(SussexFire, Water)', 'DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonZoe)']","[True, False, False]",1.0,0.8571428571428571,False
5,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
6,"['Carry LostPersonJacob', 'Navigate to object DepositFacility', 'Navigate to object DepositFacility']","['Carry(LostPersonJacob)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[False, True, True]",1.0,0.8571428571428571,False
7,"['navigate to object LostPersonJacob', 'dropoff LostPersonJacob at DepositFacility', 'dropoff LostPersonZoe at DepositFacility']","['NavigateTo(LostPersonJacob)', 'DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonZoe)']","[True, False, False]",1.0,0.8571428571428571,False
8,"['explore', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['Explore()', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.8571428571428571,False
9,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
10,"['Navigate to object DepositFacility', 'Navigate to object DepositFacility', 'Navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.8571428571428571,False
11,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
12,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
13,"['Navigate to DepositFacility', 'Navigate to DepositFacility', 'Navigate to DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.8571428571428571,False
14,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
15,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
16,"['move Down', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['Move(Down)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.8571428571428571,False
17,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
18,"['Carry(LostPersonJacob)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","['Carry(LostPersonJacob)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[False, True, True]",1.0,0.8571428571428571,False
19,"['navigate to object LostPersonJacob', 'dropoff LostPersonJacob at DepositFacility', 'dropoff LostPersonZoe at DepositFacility']","['NavigateTo(LostPersonJacob)', 'DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonZoe)']","[True, False, False]",1.0,0.8571428571428571,False
20,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
21,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
22,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
23,"['Idle', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['Idle', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.8571428571428571,False
24,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
25,"['Idle', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['Idle', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.8571428571428571,False
26,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
27,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
28,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.8571428571428571,False
29,"['navigate to object DepositFacility', 'dropoff LostPersonJacob at DepositFacility', 'dropoff LostPersonZoe at DepositFacility']","['NavigateTo(DepositFacility)', 'DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonZoe)']","[True, False, False]",1.0,0.8571428571428571,False
30,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
31,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
32,"['navigate to object DepositFacility', 'idle', 'idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
33,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
34,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.8571428571428571,False
