Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirUtah', 'navigate to object ReservoirYork', 'navigate to object ReservoirUtah', 'navigate to object ReservoirUtah', 'navigate to object ReservoirYork']","['NavigateTo(ReservoirUtah)', 'NavigateTo(ReservoirYork)', 'NavigateTo(ReservoirUtah)', 'NavigateTo(ReservoirUtah)', 'NavigateTo(ReservoirYork)']","[True, True, True, True, True]",0.3333333333333333,0.13333333333333333,False
1,"['get supply ReservoirUtah', 'get supply ReservoirYork', 'get supply ReservoirUtah', 'get supply ReservoirUtah', 'get supply ReservoirYork']","['GetSupply(ReservoirUtah)', 'GetSupply(ReservoirYork)', 'GetSupply(ReservoirUtah)', 'GetSupply(ReservoirUtah)', 'GetSupply(ReservoirYork)']","[True, True, True, True, True]",0.3333333333333333,0.26666666666666666,False
2,"['navigate to object CaldorFire_Region_1', 'navigate to object GreatFire_Region_1', 'navigate to object CaldorFire_Region_2', 'explore', 'explore']","['NavigateTo(CaldorFire_Region_1)', 'NavigateTo(GreatFire_Region_1)', 'NavigateTo(CaldorFire_Region_2)', 'Explore()', 'Explore()']","[True, True, True, True, True]",0.6666666666666666,0.4666666666666667,False
3,"['use supply Sand on CaldorFire_Region_1', 'use supply Water on GreatFire_Region_1', 'use supply Sand on CaldorFire_Region_2', 'navigate to object CaldorFire_Region_1', 'navigate to object GreatFire_Region_1']","['UseSupply(CaldorFire, Sand)', 'UseSupply(GreatFire, Water)', 'UseSupply(CaldorFire, Sand)', 'NavigateTo(CaldorFire_Region_1)', 'NavigateTo(GreatFire_Region_1)']","[True, True, True, False, False]",0.6666666666666666,0.7333333333333333,False
4,"['carry LostPersonTimmy', 'clear inventory', 'carry LostPersonTimmy', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['Carry(LostPersonTimmy)', 'ClearInventory()', 'Carry(LostPersonTimmy)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[False, True, False, True, True]",1.0,0.8,False
5,"['navigate to object LostPersonTimmy', 'navigate to object LostPersonTimmy', 'navigate to object LostPersonTimmy', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(LostPersonTimmy)', 'NavigateTo(LostPersonTimmy)', 'NavigateTo(LostPersonTimmy)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.8666666666666667,False
6,"['carry LostPersonTimmy', 'carry LostPersonTimmy', 'carry LostPersonTimmy', 'store supply DepositFacility', 'store supply DepositFacility']","['Carry(LostPersonTimmy)', 'Carry(LostPersonTimmy)', 'Carry(LostPersonTimmy)', 'StoreSupply(DepositFacility)', 'StoreSupply(DepositFacility)']","[True, True, False, True, True]",1.0,0.9333333333333333,False
7,"['navigate to deposit DepositFacility', 'navigate to deposit DepositFacility', 'explore', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Explore()', 'Idle', 'Idle']","[True, True, True, True, True]",1.0,0.9333333333333333,False
8,"['dropoff LostPersonTimmy at DepositFacility', 'dropoff LostPersonTimmy at DepositFacility', 'get supply Water from ReservoirYork', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['DropOff(DepositFacility, LostPersonTimmy)', 'DropOff(DepositFacility, LostPersonTimmy)', 'GetSupply(ReservoirYork)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, False, True, True]",1.0,1.0,True
9,"['explore', 'explore', 'navigate to object ReservoirYork', 'explore', 'explore']","['Explore()', 'Explore()', 'NavigateTo(ReservoirYork)', 'Explore()', 'Explore()']","[True, False, True, True, True]",1.0,1.0,True
10,"['explore', 'move Left', 'get supply ReservoirYork', 'explore', 'explore']","['Explore()', 'Move(Left)', 'GetSupply(ReservoirYork)', 'Explore()', 'Explore()']","[True, False, True, True, True]",1.0,1.0,True
11,"['navigate to object ReservoirUtah', 'move Right', 'navigate to object ReservoirUtah', 'navigate to object ReservoirUtah', 'navigate to object ReservoirUtah']","['NavigateTo(ReservoirUtah)', 'Move(Right)', 'NavigateTo(ReservoirUtah)', 'NavigateTo(ReservoirUtah)', 'NavigateTo(ReservoirUtah)']","[True, True, True, True, True]",1.0,1.0,True
12,"['get supply ReservoirUtah', 'explore', 'get supply ReservoirUtah', 'get supply ReservoirUtah', 'get supply ReservoirUtah']","['GetSupply(ReservoirUtah)', 'Explore()', 'GetSupply(ReservoirUtah)', 'GetSupply(ReservoirUtah)', 'GetSupply(ReservoirUtah)']","[True, True, True, True, True]",1.0,1.0,True
13,"['explore', 'explore', 'explore', 'explore', 'explore']","['Explore()', 'Explore()', 'Explore()', 'Explore()', 'Explore()']","[False, True, True, True, True]",1.0,1.0,True
14,"['Done', 'Done', 'Done', 'Done', 'Done']","['Done', 'Done', 'Done', 'Done', 'Done']","[True, True, True, True, True]",1.0,1.0,True
