Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirYork', 'navigate to object ReservoirYork', 'explore', 'explore', 'navigate to object SussexFire_Region_1']","['NavigateTo(ReservoirYork)', 'NavigateTo(ReservoirYork)', 'Explore()', 'Explore()', 'NavigateTo(SussexFire_Region_1)']","[True, True, True, True, True]",0.4,0.2857142857142857,False
1,"['Get supply ReservoirYork', 'Get supply ReservoirYork', 'Explore', 'Explore', 'Use supply Water on SussexFire_Region_1']","['GetSupply(ReservoirYork)', 'GetSupply(ReservoirYork)', 'Explore()', 'Explore()', 'UseSupply(SussexFire, Water)']","[True, True, False, False, False]",0.4,0.35714285714285715,False
2,"['navigate to object SussexFire_Region_1', 'navigate to object SussexFire_Region_1', 'move Right', 'move Down', 'navigate to object ReservoirYork']","['NavigateTo(SussexFire_Region_1)', 'NavigateTo(SussexFire_Region_1)', 'Move(Right)', 'Move(Down)', 'NavigateTo(ReservoirYork)']","[True, True, True, True, True]",0.4,0.35714285714285715,False
3,"['use supply Water on SussexFire_Region_1', 'use supply Water on SussexFire_Region_1', 'explore', 'explore', 'get supply ReservoirYork']","['UseSupply(SussexFire, Water)', 'UseSupply(SussexFire, Water)', 'Explore()', 'Explore()', 'GetSupply(ReservoirYork)']","[True, True, True, True, True]",0.4,0.5,False
4,"['carry LostPersonJacob', 'carry LostPersonJacob', 'carry LostPersonZoe', 'carry LostPersonZoe', 'navigate to object DepositFacility']","['Carry(LostPersonJacob)', 'Carry(LostPersonJacob)', 'Carry(LostPersonZoe)', 'Carry(LostPersonZoe)', 'NavigateTo(DepositFacility)']","[False, False, False, False, True]",1.0,0.5714285714285714,False
5,"['navigate to object LostPersonJacob', 'navigate to object LostPersonJacob', 'navigate to object LostPersonZoe', 'navigate to object LostPersonZoe', 'navigate to object DepositFacility']","['NavigateTo(LostPersonJacob)', 'NavigateTo(LostPersonJacob)', 'NavigateTo(LostPersonZoe)', 'NavigateTo(LostPersonZoe)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.7142857142857143,False
6,"['carry LostPersonJacob', 'carry LostPersonJacob', 'carry LostPersonZoe', 'carry LostPersonZoe', 'store supply DepositFacility']","['Carry(LostPersonJacob)', 'Carry(LostPersonJacob)', 'Carry(LostPersonZoe)', 'Carry(LostPersonZoe)', 'StoreSupply(DepositFacility)']","[True, True, True, True, True]",1.0,0.8571428571428571,False
7,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility', 'explore']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Explore()']","[True, True, True, True, True]",1.0,0.8571428571428571,False
8,"['dropoff LostPersonJacob at DepositFacility', 'dropoff LostPersonJacob at DepositFacility', 'dropoff LostPersonZoe at DepositFacility', 'dropoff LostPersonZoe at DepositFacility', 'navigate to object ReservoirYork']","['DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonZoe)', 'DropOff(DepositFacility, LostPersonZoe)', 'NavigateTo(ReservoirYork)']","[True, True, True, True, True]",1.0,1.0,True
9,"['explore', 'explore', 'explore', 'explore', 'explore']","['Explore()', 'Explore()', 'Explore()', 'Explore()', 'Explore()']","[False, True, True, True, True]",1.0,1.0,True
10,"['move Up', 'explore', 'explore', 'move Right', 'move Up']","['Move(Up)', 'Explore()', 'Explore()', 'Move(Right)', 'Move(Up)']","[True, True, True, True, True]",1.0,1.0,True
11,"['explore', 'explore', 'explore', 'explore', 'explore']","['Explore()', 'Explore()', 'Explore()', 'Explore()', 'Explore()']","[True, True, True, True, True]",1.0,1.0,True
12,"['Navigate to object DepositFacility', 'Navigate to object DepositFacility', 'Navigate to object DepositFacility', 'Navigate to object DepositFacility', 'Navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,1.0,True
13,"['Done', 'Done', 'Done', 'Done', 'Done']","['Done', 'Done', 'Done', 'Done', 'Done']","[True, True, True, True, True]",1.0,1.0,True
