Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['get supply ReservoirTaj', 'navigate to object ReservoirLibre', 'explore']","['GetSupply(ReservoirTaj)', 'NavigateTo(ReservoirLibre)', 'Explore()']","[False, True, True]",0.2857142857142857,0.05555555555555555,False
1,"['navigate to object ReservoirTaj', 'get supply ReservoirLibre', 'explore']","['NavigateTo(ReservoirTaj)', 'GetSupply(ReservoirLibre)', 'Explore()']","[True, True, True]",0.2857142857142857,0.16666666666666666,False
2,"['get supply ReservoirTaj', 'navigate to object AgniFire_Region_1', 'explore']","['GetSupply(ReservoirTaj)', 'NavigateTo(AgniFire_Region_1)', 'Explore()']","[True, True, True]",0.42857142857142855,0.2777777777777778,False
3,"['navigate to object EmberFire_Region_1', 'use supply Water on AgniFire_Region_1', 'navigate to object ReservoirLibre']","['NavigateTo(EmberFire_Region_1)', 'UseSupply(AgniFire, Water)', 'NavigateTo(ReservoirLibre)']","[True, True, True]",0.5714285714285714,0.4444444444444444,False
4,"['use supply Sand on EmberFire_Region_1', 'explore', 'get supply ReservoirLibre']","['UseSupply(EmberFire, Sand)', 'Explore()', 'GetSupply(ReservoirLibre)']","[True, True, True]",0.5714285714285714,0.5555555555555556,False
5,"['Explore', 'Navigate to object ReservoirLibre', 'Navigate to object DowntownFire_Region_1']","['Explore()', 'NavigateTo(ReservoirLibre)', 'NavigateTo(DowntownFire_Region_1)']","[True, True, True]",0.7142857142857143,0.6111111111111112,False
6,"['explore', 'explore', 'use supply Water on DowntownFire']","['Explore()', 'Explore()', 'UseSupply(DowntownFire, Water)']","[True, True, True]",0.7142857142857143,0.7222222222222222,False
7,"['explore', 'explore', 'explore']","['Explore()', 'Explore()', 'Explore()']","[True, True, True]",0.7142857142857143,0.7777777777777778,False
8,"['carry LostPersonThomas', 'carry LostPersonThomas', 'navigate to object DepositFacility']","['Carry(LostPersonThomas)', 'Carry(LostPersonThomas)', 'NavigateTo(DepositFacility)']","[False, False, True]",1.0,0.8333333333333334,False
9,"['Navigate to object LostPersonThomas', 'Navigate to object LostPersonThomas', 'Idle']","['NavigateTo(LostPersonThomas)', 'NavigateTo(LostPersonThomas)', 'Idle']","[True, True, True]",1.0,0.8888888888888888,False
10,"['carry LostPersonThomas', 'carry LostPersonThomas', 'navigate to object DepositFacility']","['Carry(LostPersonThomas)', 'Carry(LostPersonThomas)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.9444444444444444,False
11,"['navigate to DepositFacility', 'navigate to DepositFacility', 'explore']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Explore()']","[True, True, True]",1.0,0.9444444444444444,False
12,"['dropoff LostPersonThomas at DepositFacility', 'dropoff LostPersonThomas at DepositFacility', 'Idle']","['DropOff(DepositFacility, LostPersonThomas)', 'DropOff(DepositFacility, LostPersonThomas)', 'Idle']","[True, True, True]",1.0,1.0,True
13,"['Idle', 'Idle', 'navigate to object DepositFacility']","['Idle', 'Idle', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,1.0,True
14,"['Done', 'Done', 'Done']","['Done', 'Done', 'Done']","[True, True, True]",1.0,1.0,True
