Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirOmaha', 'navigate to object ReservoirWhosville', 'explore']","['NavigateTo(ReservoirOmaha)', 'NavigateTo(ReservoirWhosville)', 'Explore()']","[True, True, True]",0.3333333333333333,0.13333333333333333,False
1,"['get supply ReservoirOmaha', 'get supply ReservoirWhosville', 'explore']","['GetSupply(ReservoirOmaha)', 'GetSupply(ReservoirWhosville)', 'Explore()']","[True, True, True]",0.3333333333333333,0.26666666666666666,False
2,"['use supply Sand on EnglandFire_Region_1', 'navigate to object TownFire_Region_1', 'explore']","['UseSupply(EnglandFire, Sand)', 'NavigateTo(TownFire_Region_1)', 'Explore()']","[False, True, True]",0.6666666666666666,0.3333333333333333,False
3,"['navigate to object EnglandFire_Region_1', 'use supply Water on TownFire_Region_1', 'explore']","['NavigateTo(EnglandFire_Region_1)', 'UseSupply(TownFire, Water)', 'Explore()']","[True, True, True]",0.6666666666666666,0.5333333333333333,False
4,"['use supply Sand on EnglandFire_Region_1', 'navigate to object TownFire_Region_2', 'navigate to object ReservoirWhosville']","['UseSupply(EnglandFire, Sand)', 'NavigateTo(TownFire_Region_2)', 'NavigateTo(ReservoirWhosville)']","[True, True, True]",0.6666666666666666,0.6666666666666666,False
5,"['navigate to object ReservoirOmaha', 'use supply Water on TownFire_Region_2', 'get supply ReservoirWhosville']","['NavigateTo(ReservoirOmaha)', 'UseSupply(TownFire, Water)', 'GetSupply(ReservoirWhosville)']","[True, False, True]",0.6666666666666666,0.6666666666666666,False
6,"['navigate to object LostPersonJeremy', 'navigate to object ReservoirWhosville', 'navigate to object TownFire_Region_2']","['NavigateTo(LostPersonJeremy)', 'NavigateTo(ReservoirWhosville)', 'NavigateTo(TownFire_Region_2)']","[True, True, True]",0.8333333333333334,0.7333333333333333,False
7,"['carry LostPersonJeremy', 'get supply ReservoirWhosville', 'use supply Water on TownFire_Region_2']","['Carry(LostPersonJeremy)', 'GetSupply(ReservoirWhosville)', 'UseSupply(TownFire, Water)']","[True, True, True]",0.8333333333333334,0.8666666666666667,False
8,"['navigate to object DepositFacility', 'navigate to object Alice', 'navigate to object ReservoirWhosville']","['NavigateTo(DepositFacility)', 'NavigateTo(Alice)', 'NavigateTo(ReservoirWhosville)']","[True, False, True]",1.0,0.9333333333333333,False
9,"['Idle', 'navigate to object DepositFacility', 'get supply ReservoirWhosville']","['Idle', 'NavigateTo(DepositFacility)', 'GetSupply(ReservoirWhosville)']","[True, True, True]",1.0,0.9333333333333333,False
10,"['navigate to object DepositFacility', 'Idle', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'Idle', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.9333333333333333,False
11,"['dropoff LostPersonJeremy at DepositFacility', 'navigate to DepositFacility', 'navigate to DepositFacility']","['DropOff(DepositFacility, LostPersonJeremy)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[False, True, True]",1.0,0.9333333333333333,False
12,"['Idle', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['Idle', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.9333333333333333,False
13,"['navigate to DepositFacility', 'dropoff LostPersonJeremy at DepositFacility', 'dropoff LostPersonJeremy at DepositFacility']","['NavigateTo(DepositFacility)', 'DropOff(DepositFacility, LostPersonJeremy)', 'DropOff(DepositFacility, LostPersonJeremy)']","[True, False, False]",1.0,0.9333333333333333,False
14,"['Navigate to DepositFacility', 'Navigate to DepositFacility', 'Navigate to DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.9333333333333333,False
15,"['Idle', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['Idle', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.9333333333333333,False
16,"['navigate to object DepositFacility', 'Idle', 'Idle']","['NavigateTo(DepositFacility)', 'Idle', 'Idle']","[True, True, True]",1.0,0.9333333333333333,False
17,"['Idle', 'Navigate to object DepositFacility', 'Navigate to object DepositFacility']","['Idle', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.9333333333333333,False
18,"['navigate to object DepositFacility', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.9333333333333333,False
19,"['navigate to DepositFacility', 'navigate to DepositFacility', 'navigate to DepositFacility']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True]",1.0,0.9333333333333333,False
