Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
0,"['navigate to object ReservoirYork', 'navigate to object ReservoirYork', 'navigate to object ReservoirYork', 'explore', 'explore']","['NavigateTo(ReservoirYork)', 'NavigateTo(ReservoirYork)', 'NavigateTo(ReservoirYork)', 'Explore()', 'Explore()']","[True, True, True, True, True]",0.2,0.07142857142857142,False
1,"['get supply ReservoirYork', 'get supply ReservoirYork', 'get supply ReservoirYork', 'explore', 'explore']","['GetSupply(ReservoirYork)', 'GetSupply(ReservoirYork)', 'GetSupply(ReservoirYork)', 'Explore()', 'Explore()']","[True, True, True, True, True]",0.2,0.2857142857142857,False
2,"['navigate to object SussexFire_Region_1', 'navigate to object SussexFire_Region_1', 'navigate to object SussexFire_Region_1', 'explore', 'explore']","['NavigateTo(SussexFire_Region_1)', 'NavigateTo(SussexFire_Region_1)', 'NavigateTo(SussexFire_Region_1)', 'Explore()', 'Explore()']","[True, True, True, True, True]",0.4,0.35714285714285715,False
3,"['use supply Water on SussexFire_Region_1', 'use supply Water on SussexFire_Region_1', 'use supply Water on SussexFire_Region_1', 'navigate to object DepositFacility', 'navigate to object DepositFacility']","['UseSupply(SussexFire, Water)', 'UseSupply(SussexFire, Water)', 'UseSupply(SussexFire, Water)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",0.6,0.5714285714285714,False
4,"['carry LostPersonJacob', 'carry LostPersonJacob', 'carry LostPersonZoe', 'navigate to object LostPersonZoe', 'carry LostPersonZoe']","['Carry(LostPersonJacob)', 'Carry(LostPersonJacob)', 'Carry(LostPersonZoe)', 'NavigateTo(LostPersonZoe)', 'Carry(LostPersonZoe)']","[False, False, False, True, False]",1.0,0.6428571428571429,False
5,"['navigate to object LostPersonJacob', 'navigate to object LostPersonJacob', 'navigate to object LostPersonZoe', 'navigate to object LostPersonZoe', 'explore']","['NavigateTo(LostPersonJacob)', 'NavigateTo(LostPersonJacob)', 'NavigateTo(LostPersonZoe)', 'NavigateTo(LostPersonZoe)', 'Explore()']","[True, True, True, True, True]",1.0,0.7142857142857143,False
6,"['Carry(LostPersonJacob)', 'Carry(LostPersonJacob)', 'Carry(LostPersonZoe)', 'Carry(LostPersonZoe)', 'Navigate to object DepositFacility']","['Carry(LostPersonJacob)', 'Carry(LostPersonJacob)', 'Carry(LostPersonZoe)', 'Carry(LostPersonZoe)', 'NavigateTo(DepositFacility)']","[True, True, True, True, True]",1.0,0.8571428571428571,False
7,"['navigate to DepositFacility', 'navigate to DepositFacility', 'navigate to DepositFacility', 'navigate to DepositFacility', 'Idle']","['NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'NavigateTo(DepositFacility)', 'Idle']","[True, True, True, True, True]",1.0,0.8571428571428571,False
8,"['dropoff LostPersonJacob at DepositFacility', 'dropoff LostPersonJacob at DepositFacility', 'dropoff LostPersonZoe at DepositFacility', 'dropoff LostPersonZoe at DepositFacility', 'carry LostPersonZoe']","['DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonJacob)', 'DropOff(DepositFacility, LostPersonZoe)', 'DropOff(DepositFacility, LostPersonZoe)', 'Carry(LostPersonZoe)']","[True, True, True, True, False]",1.0,1.0,True
9,"['Done', 'Done', 'Done', 'Done', 'Done']","['Done', 'Done', 'Done', 'Done', 'Done']","[True, True, True, True, True]",1.0,1.0,True
